"FOLIO","VIV_SEL","HOGAR","N_REN","CONSEC","P5_4","P5_5","P5_6","P5_7","P5_8_1","P5_8_2","P5_9","P5_10","P5_11_1","P5_11_2","P5_12","P5_13","P5_14","P5_15","P5_16","P5_17_1","P5_17_2","P5_18_1","P5_18_2","EDIS","UPM_DIS","FACTOR","ESTRATO","TLOC"
"0005354","01","1","02","01","1","4","1","","","","","000700000","000350000","0","1","30","00320000","02500","99999999","20","00","99","9","114","0001123",2178,"3","1"
"0005355","02","1","01","01","1","5","1","","","","","001000000","000800000","0","1","20","00500000","03200","99999999","99","99","99","9","114","0001123",2178,"3","1"
"0005359","04","1","03","01","1","4","1","","","","","001200000","001200000","0","2","","","","","","","","","115","0001124",831,"4","1"
"0005359","04","1","03","02","1","2","1","","","","","001400000","999999999","0","2","","","","","","","","","115","0001124",831,"4","1"
"0005365","01","1","02","01","1","5","1","","","","","000500000","000500000","0","1","30","00500000","06000","99999999","30","00","12","0","115","0001126",1002,"4","1"
"0005372","03","1","01","01","1","4","1","","","","","000600000","000400000","0","1","25","00400000","04500","00200000","10","00","99","9","115","0001128",948,"4","1"
"0005380","04","1","01","01","1","4","1","","","","","999999999","999999999","0","2","","","","","","","","","114","0001130",2074,"3","1"
"0005383","03","1","02","01","2","5","1","","","","","000020000","000007000","0","2","","","","","","","","","113","0001131",4366,"2","1"
"0005385","01","1","07","01","1","5","1","","","","","999999999","000046000","0","1","20","00046000","99999","99999999","99","99","99","9","113","0001132",4049,"2","1"
"0005386","02","1","01","01","1","6","1","","","","","000350000","000290000","0","1","20","00290000","01600","00195000","15","00","99","9","113","0001132",4049,"2","1"
"0005387","03","1","01","01","1","4","2","1","02","","50","000200000","000195000","0","1","20","00195000","01200","00070000","02","00","99","9","113","0001132",4049,"2","1"
"0005387","03","1","02","01","1","4","2","1","01","","50","000200000","000295000","0","2","","","","","","","","","113","0001132",4049,"2","1"
"0005391","03","1","01","01","2","5","1","","","","","000200000","000180000","0","2","","","","","","","","","111","0001133",1441,"4","1"
"0005391","03","1","02","01","1","6","1","","","","","000800000","000000000","","","","","","","","","","","111","0001133",1441,"4","1"
"0005394","04","1","02","01","1","4","2","1","01","","50","000300000","000250000","0","1","30","00230000","00560","99999999","24","00","99","9","110","0001134",2465,"3","1"
"0005397","02","1","02","01","1","6","1","","","","","000950000","000850000","0","2","","","","","","","","","110","0001135",2412,"3","1"
"0005397","02","1","02","02","4","3","1","","","","","000300000","000090000","0","2","","","","","","","","","110","0001135",2412,"3","1"
"0005399","04","1","01","01","1","4","1","","","","","000580000","000290000","0","1","20","00290000","01700","99999999","15","00","99","9","110","0001135",2412,"3","1"
"0005400","05","1","01","01","1","6","1","","","","","000400000","000200000","0","2","","","","","","","","","110","0001135",2412,"3","1"
"0005402","02","1","02","01","4","3","1","","","","","001000000","001200000","0","2","","","","","","","","","109","0001136",2387,"2","1"
"0005402","02","1","02","02","1","4","1","","","","","000600000","000250000","0","2","","","","","","","","","109","0001136",2387,"2","1"
"0005408","03","1","01","01","1","5","1","","","","","000200000","000060000","0","2","","","","","","","","","109","0001138",2486,"2","1"
"0005408","03","1","01","02","1","6","1","","","","","000300000","000050000","0","2","","","","","","","","","109","0001138",2486,"2","1"
"0005414","02","1","05","01","1","5","1","","","","","000350000","000270000","0","1","30","00200000","01000","99999999","25","00","99","9","110","0001140",2309,"3","1"
"0005415","03","1","01","01","2","5","1","","","","","000090000","000030000","0","2","","","","","","","","","110","0001140",2309,"3","1"
"0005418","04","1","01","01","1","6","2","2","","","10","000070000","000680000","0","1","30","00680000","06600","00538000","10","00","10","8","111","0001142",1545,"4","1"
"0005421","01","1","02","01","2","5","1","","","","","000050000","000016000","0","2","","","","","","","","","109","0001144",2425,"2","1"
"0005422","02","1","02","01","2","5","1","","","","","000100000","000045000","0","2","","","","","","","","","109","0001144",2425,"2","1"
"0005428","01","1","01","01","2","5","1","","","","","000350000","000068000","0","2","","","","","","","","","110","0001146",2431,"3","1"
"0005428","01","1","01","02","4","3","1","","","","","000900000","000400000","0","2","","","","","","","","","110","0001146",2431,"3","1"
"0005432","01","1","01","01","1","4","1","","","","","000500000","000300000","0","2","","","","","","","","","111","0001147",1536,"4","1"
"0005432","01","1","01","02","2","5","1","","","","","000700000","000120000","0","2","","","","","","","","","111","0001147",1536,"4","1"
"0005432","01","1","01","03","2","5","1","","","","","000700000","000200000","0","2","","","","","","","","","111","0001147",1536,"4","1"
"0005432","01","1","01","04","2","5","1","","","","","000120000","000060000","0","2","","","","","","","","","111","0001147",1536,"4","1"
"0005436","05","1","01","01","2","5","1","","","","","000250000","000180000","0","2","","","","","","","","","111","0001147",1536,"4","1"
"0005437","04","1","03","01","1","6","1","","","","","000680000","000025000","1","2","","","","","","","","","111","0001148",1762,"4","1"
"0005439","02","1","01","01","1","5","2","1","03","","50","001000000","002000000","0","1","20","99999999","99999","99999999","14","00","99","9","111","0001149",2037,"4","1"
"0005439","02","1","03","01","1","5","2","1","01","","50","001000000","002000000","0","1","20","01600000","14000","01400000","18","00","09","7","111","0001149",2037,"4","1"
"0005450","01","1","01","01","4","4","1","","","","","000700000","000200000","0","2","","","","","","","","","110","0001153",2342,"3","1"
"0005453","05","1","01","01","2","5","1","","","","","000150000","000100000","0","2","","","","","","","","","110","0001153",2342,"3","1"
"0005453","05","1","03","01","1","5","1","","","","","000380000","000290000","0","1","20","00290000","02800","00290000","99","99","99","9","110","0001153",2342,"3","1"
"0005457","04","1","01","01","1","4","1","","","","","000180000","000220000","0","1","30","00160000","01100","00240000","24","00","99","9","110","0001154",2565,"3","1"
"0005458","05","1","01","01","1","6","2","1","02","","50","000200000","000070000","0","2","","","","","","","","","110","0001154",2565,"3","1"
"0005458","05","1","02","01","1","6","2","1","01","","50","000400000","000140000","0","2","","","","","","","","","110","0001154",2565,"3","1"
"0005465","03","1","02","01","2","5","1","","","","","999999888","000100000","0","2","","","","","","","","","109","0001156",1872,"2","1"
"0005467","05","1","01","01","1","4","1","","","","","000600000","000330000","0","1","13","00350000","03600","00100000","12","00","99","9","109","0001156",1872,"2","1"
"0005477","05","1","01","01","2","5","1","","","","","000200000","000026000","0","2","","","","","","","","","109","0001158",2186,"2","1"
"0005477","05","1","02","01","2","5","2","1","01","","50","000150000","000030000","0","2","","","","","","","","","109","0001158",2186,"2","1"
"0005482","01","1","02","01","2","2","1","","","","","000060000","000035000","0","2","","","","","","","","","110","0001160",2292,"3","1"
"0005506","02","1","02","01","1","5","1","","","","","001000000","001000000","0","2","","","","","","","","","111","0001167",1489,"4","1"
"0005516","04","1","01","01","2","5","1","","","","","000200000","000200000","0","2","","","","","","","","","111","0001171",1493,"4","1"
"0005516","04","1","01","02","2","5","1","","","","","000200000","000200000","0","2","","","","","","","","","111","0001171",1493,"4","1"
"0005517","01","1","01","01","2","5","1","","","","","000040000","000025000","0","2","","","","","","","","","109","0001172",2666,"2","1"
"0005517","01","1","02","01","2","5","1","","","","","000040000","000025000","0","2","","","","","","","","","109","0001172",2666,"2","1"
"0005518","02","1","01","01","1","4","1","","","","","000300000","000200000","0","1","30","00230000","02000","99999999","15","00","99","9","109","0001172",2666,"2","1"
"0005522","01","1","01","01","1","6","1","","","","","000400000","000170000","0","2","","","","","","","","","111","0001173",1940,"4","1"
"0005527","03","1","01","01","1","6","1","","","","","999999999","000310000","0","1","30","00290000","02500","99999999","20","00","06","0","111","0001174",1778,"4","1"
"0005527","03","1","01","02","2","5","1","","","","","999999999","000200000","0","2","","","","","","","","","111","0001174",1778,"4","1"
"0005531","02","1","04","01","2","5","1","","","","","000115000","000093000","0","1","04","00093000","01800","00002700","00","01","99","9","109","0001176",3611,"1","1"
"0005533","04","1","01","01","1","5","1","","","","","000370000","000340000","0","1","25","00340000","00800","99999999","25","00","99","9","109","0001176",3611,"1","1"
"0005536","02","1","02","01","2","5","1","","","","","000150000","000095000","0","2","","","","","","","","","109","0001177",2525,"2","1"
"0005537","03","1","02","01","1","6","1","","","","","000300000","000220000","0","1","15","00250000","01350","99999999","08","00","99","9","109","0001177",2525,"2","1"
"0005541","04","1","01","01","1","4","1","","","","","000500000","000000000","","","","","","","","","","","109","0001178",2685,"2","1"
"0005542","05","1","02","01","2","5","1","","","","","000080000","000060000","0","2","","","","","","","","","109","0001178",2685,"2","1"
"0005543","01","1","02","01","2","5","1","","","","","000100000","000090000","0","2","","","","","","","","","119","0001179",2028,"3","1"
"0005548","01","1","02","01","2","1","1","","","","","000500000","000000000","","","","","","","","","","","120","0001180",1075,"4","1"
"0005548","01","1","02","02","2","1","1","","","","","000500000","000000000","","","","","","","","","","","120","0001180",1075,"4","1"
"0005548","01","1","02","03","2","5","1","","","","","999999999","000000000","","","","","","","","","","","120","0001180",1075,"4","1"
"0005548","01","1","02","04","2","5","1","","","","","999999999","000000000","","","","","","","","","","","120","0001180",1075,"4","1"
"0005548","01","1","02","05","5","8","1","","","","","999999999","000000000","","","","","","","","","","","120","0001180",1075,"4","1"
"0005548","01","1","02","06","2","5","1","","","","","000100000","000000000","","","","","","","","","","","120","0001180",1075,"4","1"
"0005555","04","1","02","01","2","5","1","","","","","000070000","000055000","0","2","","","","","","","","","119","0001181",2556,"3","1"
"0005562","01","1","01","01","1","3","2","2","","","25","000300000","000000000","","","","","","","","","","","120","0001183",873,"4","1"
"0005562","01","1","02","01","1","6","1","","","","","999999999","999999999","0","2","","","","","","","","","120","0001183",873,"4","1"
"0005567","02","1","01","01","4","4","1","","","","","000200000","000000000","","","","","","","","","","","123","0001184",3010,"3","2"
"0005570","05","1","01","01","1","6","1","","","","","000250000","999999999","0","2","","","","","","","","","123","0001184",3010,"3","2"
"0005572","12","1","02","01","1","4","1","","","","","999999999","999999999","0","2","","","","","","","","","123","0001184",3010,"3","2"
"0005573","13","1","03","01","2","5","1","","","","","999999888","999999999","0","2","","","","","","","","","123","0001184",3010,"3","2"
"0005575","15","1","02","01","1","4","1","","","","","000280000","000280000","0","2","","","","","","","","","123","0001184",3010,"3","2"
"0005576","16","1","02","01","2","5","1","","","","","999999999","000008000","0","2","","","","","","","","","123","0001184",3010,"3","2"
"0005576","16","1","04","01","1","4","1","","","","","000244000","000240000","0","1","25","00240000","01000","00176813","20","00","99","9","123","0001184",3010,"3","2"
"0005579","19","1","01","01","1","4","1","","","","","001500000","000000000","","","","","","","","","","","123","0001184",3010,"3","2"
"0005579","19","1","01","02","4","4","1","","","","","001500000","000000000","","","","","","","","","","","123","0001184",3010,"3","2"
"0005579","19","1","01","03","4","4","1","","","","","000500000","000000000","","","","","","","","","","","123","0001184",3010,"3","2"
"0005579","19","1","01","04","4","4","1","","","","","000500000","000000000","","","","","","","","","","","123","0001184",3010,"3","2"
"0005579","19","1","01","05","3","4","1","","","","","002000000","000000000","","","","","","","","","","","123","0001184",3010,"3","2"
"0005579","19","1","01","06","5","4","1","","","","","003000000","000000000","","","","","","","","","","","123","0001184",3010,"3","2"
"0005579","19","1","01","07","4","4","1","","","","","000500000","000000000","","","","","","","","","","","123","0001184",3010,"3","2"
"0005580","02","1","02","01","4","4","1","","","","","999999999","999999999","0","2","","","","","","","","","122","0001185",4494,"2","2"
"0005582","05","1","02","01","2","5","1","","","","","000200000","000140000","0","2","","","","","","","","","122","0001185",4494,"2","2"
"0005585","08","2","01","01","2","5","1","","","","","000120000","000090000","0","2","","","","","","","","","122","0001185",4494,"2","2"
"0005599","10","1","01","01","1","4","1","","","","","000300000","000150000","0","1","30","00150000","01075","99999999","03","00","99","9","122","0001186",4801,"3","2"
"0005601","13","1","01","01","1","6","1","","","","","001000000","000400000","0","2","","","","","","","","","122","0001186",4801,"3","2"
"0005609","01","1","01","01","1","6","2","2","","","50","000500000","000000000","","","","","","","","","","","121","0001187",2958,"3","2"
"0005611","03","1","01","01","2","7","1","","","","","000100000","999999999","0","2","","","","","","","","","121","0001187",2958,"3","2"
"0005612","05","1","01","01","2","5","1","","","","","000250000","000180000","0","2","","","","","","","","","121","0001187",2958,"3","2"
"0005612","05","1","01","02","1","7","1","","","","","000350000","000000000","","","","","","","","","","","121","0001187",2958,"3","2"
"0005614","02","1","01","01","1","5","1","","","","","000500000","000260000","0","1","30","00260000","01100","00510000","99","99","99","9","121","0001188",2497,"3","2"
"0005616","04","1","02","01","2","5","2","2","","","02","999999999","999999999","0","2","","","","","","","","","121","0001188",2497,"3","2"
"0005622","01","1","01","01","2","1","1","","","","","003000000","000000000","","","","","","","","","","","123","0001190",3257,"2","2"
"0005625","04","1","01","01","2","1","2","2","","","33","000065000","000020000","0","2","","","","","","","","","123","0001190",3257,"2","2"
"0005625","04","1","02","01","1","7","1","","","","","000200000","000015000","0","2","","","","","","","","","123","0001190",3257,"2","2"
"0005626","05","1","01","01","2","5","1","","","","","999999999","000000000","","","","","","","","","","","123","0001190",3257,"2","2"
"0005631","12","1","01","01","2","5","1","","","","","001000000","000000000","","","","","","","","","","","123","0001190",3257,"2","2"
"0005635","17","1","01","01","2","5","1","","","","","000150000","000010000","0","2","","","","","","","","","123","0001190",3257,"2","2"
"0005649","04","1","02","01","2","5","1","","","","","000070000","000060000","0","2","","","","","","","","","112","0001193",3579,"3","2"
"0005650","05","1","01","01","1","4","1","","","","","001600000","000850000","0","2","","","","","","","","","112","0001193",3579,"3","2"
"0005650","05","1","01","02","1","4","1","","","","","000800000","000350000","0","2","","","","","","","","","112","0001193",3579,"3","2"
"0005650","05","1","02","01","1","4","1","","","","","000650000","000220000","0","2","","","","","","","","","112","0001193",3579,"3","2"
"0005671","03","1","01","01","2","5","1","","","","","000080000","000000000","","","","","","","","","","","124","0001195",6103,"2","3"
"0005675","07","1","02","01","2","1","1","","","","","002250000","000000000","","","","","","","","","","","124","0001195",6103,"2","3"
"0005678","10","1","01","01","2","5","1","","","","","000060000","000015000","0","2","","","","","","","","","124","0001195",6103,"2","3"
"0005679","11","1","01","01","2","5","2","1","02","","50","000125000","000070000","0","2","","","","","","","","","124","0001195",6103,"2","3"
"0005679","11","1","02","01","2","5","2","1","01","","50","000125000","000070000","0","2","","","","","","","","","124","0001195",6103,"2","3"
"0005680","12","1","01","01","2","5","1","","","","","000150000","000070000","0","2","","","","","","","","","124","0001195",6103,"2","3"
"0005698","16","1","02","01","2","1","1","","","","","000030000","000000000","","","","","","","","","","","124","0001196",3227,"2","3"
"0005703","02","1","02","01","2","5","1","","","","","000150000","000100000","0","2","","","","","","","","","115","0001197",998,"4","1"
"0005707","03","1","01","01","2","5","1","","","","","000070000","000055000","0","2","","","","","","","","","126","0001198",4738,"2","4"
"0005713","11","1","02","01","2","5","1","","","","","000010000","000010000","0","2","","","","","","","","","126","0001198",4738,"2","4"
"0005714","12","1","02","01","2","1","1","","","","","999999999","000000000","","","","","","","","","","","126","0001198",4738,"2","4"
"0005719","19","1","01","01","2","5","1","","","","","000100000","000100000","0","2","","","","","","","","","126","0001198",4738,"2","4"
"0005724","04","1","01","01","2","5","1","","","","","000115000","000065000","0","2","","","","","","","","","126","0001199",4839,"2","4"
"0005736","01","1","01","01","2","1","1","","","","","000100000","000000000","","","","","","","","","","","125","0001200",3967,"1","4"
"0005738","03","1","02","01","2","1","1","","","","","999999999","000000000","","","","","","","","","","","125","0001200",3967,"1","4"
"0005742","07","1","01","01","2","1","1","","","","","000030000","000000000","","","","","","","","","","","125","0001200",3967,"1","4"
"0005750","16","1","01","01","2","5","1","","","","","000050000","000050000","0","2","","","","","","","","","125","0001200",3967,"1","4"
"0005750","16","1","03","01","1","7","1","","","","","000300000","000300000","0","2","","","","","","","","","125","0001200",3967,"1","4"
"0005758","06","1","01","01","2","1","1","","","","","003000000","000000000","","","","","","","","","","","125","0001201",3950,"1","4"
"0005770","02","1","02","01","2","8","1","","","","","000300000","000000000","","","","","","","","","","","125","0001202",3966,"1","4"
"0005770","02","1","03","01","2","1","1","","","","","000500000","000080000","0","2","","","","","","","","","125","0001202",3966,"1","4"
"0005772","04","1","01","01","2","1","1","","","","","001500000","000060000","0","2","","","","","","","","","125","0001202",3966,"1","4"
"0005783","18","1","01","01","1","5","1","","","","","000200000","000000000","","","","","","","","","","","125","0001202",3966,"1","4"
"0005783","18","1","02","01","2","1","1","","","","","001000000","000000000","","","","","","","","","","","125","0001202",3966,"1","4"
"0005801","18","1","01","01","2","1","1","","","","","000250000","000020000","0","2","","","","","","","","","126","0001203",4327,"2","4"
"0005801","18","1","03","01","1","4","1","","","","","000230000","000230000","0","2","","","","","","","","","126","0001203",4327,"2","4"
"0005804","01","1","01","01","1","5","1","","","","","000100000","000050000","0","2","","","","","","","","","126","0001204",3371,"2","4"
"0005807","04","1","02","01","2","1","1","","","","","999999999","000000000","","","","","","","","","","","126","0001204",3371,"2","4"
"0005817","16","1","03","01","1","5","2","1","02","","50","000075000","000100000","0","2","","","","","","","","","126","0001204",3371,"2","4"
"0005819","19","1","02","01","1","5","1","","","","","000500000","999999999","0","2","","","","","","","","","126","0001204",3371,"2","4"
"0005820","20","1","03","01","1","5","1","","","","","999999999","999999999","0","2","","","","","","","","","126","0001204",3371,"2","4"
"0005826","06","1","01","01","1","6","1","","","","","000100000","000080000","0","2","","","","","","","","","125","0001205",2822,"1","4"
"0005826","06","1","02","01","1","6","2","1","01","","50","000030000","000000000","","","","","","","","","","","125","0001205",2822,"1","4"
"0005831","12","1","01","01","1","5","1","","","","","000300000","000000000","","","","","","","","","","","125","0001205",2822,"1","4"
"0005841","03","1","02","01","1","4","1","","","","","000500000","000140000","0","1","20","00140000","00900","00040000","99","99","99","9","130","0001206",74,"4","1"
"0005842","04","1","01","01","2","5","1","","","","","000200000","000017000","0","2","","","","","","","","","130","0001206",74,"4","1"
"0005843","07","1","01","01","1","6","1","","","","","001000000","001000000","0","1","15","01000000","09000","01500000","11","00","99","9","130","0001206",74,"4","1"
"0005845","01","1","01","01","1","4","1","","","","","000600000","000350000","0","2","","","","","","","","","130","0001207",83,"4","1"
"0005846","04","1","01","01","2","5","1","","","","","000200000","000020000","0","2","","","","","","","","","130","0001207",83,"4","1"
"0005851","03","1","02","01","2","5","1","","","","","999999999","000250000","0","2","","","","","","","","","129","0001208",1060,"3","1"
"0005855","02","1","01","01","4","3","1","","","","","000600000","999999999","0","2","","","","","","","","","130","0001209",107,"4","1"
"0005858","02","1","01","01","1","6","1","","","","","000400000","002000000","1","2","","","","","","","","","130","0001210",100,"4","1"
"0005859","08","1","01","01","1","2","1","","","","","000300000","000420000","0","2","","","","","","","","","130","0001210",100,"4","1"
"0005860","09","1","02","01","1","4","1","","","","","001000000","000600000","0","2","","","","","","","","","130","0001210",100,"4","1"
"0005883","04","1","01","01","2","5","1","","","","","000010000","000005000","0","2","","","","","","","","","128","0001216",1904,"2","1"
"0005884","01","1","01","01","2","5","1","","","","","000010000","000015000","0","2","","","","","","","","","130","0001217",105,"4","1"
"0005886","03","1","03","01","2","5","1","","","","","000050000","000050000","0","2","","","","","","","","","130","0001217",105,"4","1"
"0005888","02","1","01","01","1","5","1","","","","","000500000","000200000","0","2","","","","","","","","","130","0001218",82,"4","1"
"0005890","05","1","01","01","1","4","1","","","","","999999999","999999999","0","2","","","","","","","","","130","0001218",82,"4","1"
"0005898","02","1","02","01","2","5","1","","","","","000150000","000080000","0","2","","","","","","","","","129","0001220",1132,"3","1"
"0005900","04","1","02","01","1","5","1","","","","","000450000","000400000","0","1","30","00350000","04400","00350000","28","00","99","9","129","0001220",1132,"3","1"
"0005901","05","1","01","01","2","5","1","","","","","999999999","000035000","0","2","","","","","","","","","129","0001220",1132,"3","1"
"0005902","01","1","01","01","1","6","2","2","","","50","000500000","000400000","0","1","30","00350000","02500","99999999","22","00","99","9","128","0001221",1897,"2","1"
"0005906","05","1","02","01","1","5","1","","","","","000250000","000200000","0","2","","","","","","","","","128","0001221",1897,"2","1"
"0005911","01","1","01","01","1","2","1","","","","","000060000","999999999","0","2","","","","","","","","","129","0001223",909,"3","1"
"0005914","05","1","01","01","1","6","1","","","","","000950000","000850000","0","2","","","","","","","","","130","0001224",102,"4","1"
"0005916","10","1","01","01","1","2","1","","","","","000330000","000150000","0","2","","","","","","","","","130","0001224",102,"4","1"
"0005916","10","1","02","01","1","5","1","","","","","000300000","000150000","0","2","","","","","","","","","130","0001224",102,"4","1"
"0005927","07","1","01","01","4","3","1","","","","","000500000","000500000","0","2","","","","","","","","","130","0001227",88,"4","1"
"0005939","04","1","01","01","1","4","1","","","","","999999999","999999999","0","2","","","","","","","","","128","0001230",2225,"2","1"
"0005943","01","1","01","01","2","5","1","","","","","000150000","000072000","0","2","","","","","","","","","127","0001232",2153,"1","1"
"0005957","01","1","01","01","1","7","1","","","","","000080000","000020000","0","2","","","","","","","","","127","0001235",1435,"1","1"
"0005957","01","1","02","01","1","5","1","","","","","000250000","000020000","0","2","","","","","","","","","127","0001235",1435,"1","1"
"0005962","03","1","01","01","2","5","1","","","","","000020000","999999999","0","2","","","","","","","","","127","0001236",1745,"1","1"
"0005972","05","1","01","01","1","5","1","","","","","000030000","000024000","0","2","","","","","","","","","127","0001238",1482,"1","1"
"0005983","04","1","02","01","1","6","1","","","","","000300000","000168000","0","1","30","00168000","01580","00360000","18","00","40","0","129","0001241",893,"3","1"
"0005986","04","1","01","01","1","4","1","","","","","000300000","000197000","1","2","","","","","","","","","129","0001242",1012,"3","1"
"0006004","04","1","02","01","1","5","2","2","","","18","000200000","000000000","","","","","","","","","","","129","0001246",1201,"3","1"
"0006014","03","1","03","01","1","5","1","","","","","999999999","999999999","0","2","","","","","","","","","130","0001249",92,"4","1"
"0006018","02","1","02","01","1","6","1","","","","","001000000","999999999","0","2","","","","","","","","","130","0001250",47,"4","1"
"0006029","03","1","01","01","1","5","1","","","","","999999999","000100000","0","2","","","","","","","","","128","0001253",2020,"2","1"
"0006037","03","1","02","01","1","5","1","","","","","000040000","999999999","0","2","","","","","","","","","130","0001255",24,"4","1"
"0006039","05","1","01","01","1","6","1","","","","","000400000","000500000","0","2","","","","","","","","","130","0001255",24,"4","1"
"0006040","04","1","01","01","2","1","1","","","","","000400000","000080000","0","2","","","","","","","","","132","0001256",852,"3","1"
"0006042","02","1","01","01","2","1","2","2","","","50","001000000","000060000","0","2","","","","","","","","","131","0001257",2377,"2","1"
"0006042","02","2","01","01","4","4","1","","","","","999999999","999999999","0","2","","","","","","","","","131","0001257",2377,"2","1"
"0006046","03","2","01","01","2","5","1","","","","","000090000","000050000","0","2","","","","","","","","","131","0001258",3046,"2","1"
"0006047","05","3","03","01","1","7","2","1","04","01","50","000500000","000000000","","","","","","","","","","","131","0001258",3046,"2","1"
"0006060","03","1","01","01","4","4","1","","","","","002500000","000800000","0","2","","","","","","","","","132","0001262",1517,"3","1"
"0006060","03","1","01","02","1","4","1","","","","","001200000","000380000","0","2","","","","","","","","","132","0001262",1517,"3","1"
"0006060","03","1","03","01","1","4","1","","","","","003000000","000000000","","","","","","","","","","","132","0001262",1517,"3","1"
"0006060","03","1","03","02","2","5","1","","","","","001200000","000500000","0","2","","","","","","","","","132","0001262",1517,"3","1"
"0006060","03","1","04","01","1","2","2","2","","","30","001000000","003000000","0","2","","","","","","","","","132","0001262",1517,"3","1"
"0006060","03","1","04","02","4","3","2","1","03","","50","002000000","000000000","","","","","","","","","","","132","0001262",1517,"3","1"
"0006060","03","1","04","03","4","3","2","2","","","20","000600000","000000000","","","","","","","","","","","132","0001262",1517,"3","1"
"0006061","05","1","01","01","2","5","1","","","","","001500000","001000000","0","2","","","","","","","","","132","0001262",1517,"3","1"
"0006061","05","1","01","02","2","5","1","","","","","001500000","001000000","0","2","","","","","","","","","132","0001262",1517,"3","1"
"0006061","05","1","02","01","1","5","1","","","","","002300000","001800000","0","2","","","","","","","","","132","0001262",1517,"3","1"
"0006061","05","1","02","02","1","5","1","","","","","001200000","000830000","0","2","","","","","","","","","132","0001262",1517,"3","1"
"0006073","04","1","01","01","1","5","1","","","","","000500000","000300000","1","2","","","","","","","","","134","0001266",646,"3","1"
"0006075","01","1","02","01","2","5","1","","","","","000075000","000000000","","","","","","","","","","","133","0001267",2663,"2","1"
"0006084","01","1","01","01","2","5","1","","","","","000200000","000000000","","","","","","","","","","","133","0001269",2052,"1","1"
"0006084","01","1","01","02","1","5","2","1","02","","25","000200000","000000000","","","","","","","","","","","133","0001269",2052,"1","1"
"0006084","01","1","02","01","1","5","2","1","01","","33","000150000","000000000","","","","","","","","","","","133","0001269",2052,"1","1"
"0006084","01","1","02","02","1","6","2","2","","","33","000500000","000000000","","","","","","","","","","","133","0001269",2052,"1","1"
"0006087","04","1","02","01","2","5","1","","","","","000200000","000000000","","","","","","","","","","","133","0001269",2052,"1","1"
"0006094","08","1","01","01","2","1","1","","","","","000500000","000023000","1","2","","","","","","","","","135","0001270",1305,"2","2"
"0006094","08","1","02","01","1","6","1","","","","","000050000","000015000","0","2","","","","","","","","","135","0001270",1305,"2","2"
"0006098","13","1","01","01","2","8","1","","","","","000200000","000004000","0","2","","","","","","","","","135","0001270",1305,"2","2"
"0006098","13","1","03","01","5","8","1","","","","","001650000","000000000","","","","","","","","","","","135","0001270",1305,"2","2"
"0006098","13","1","03","02","2","5","2","1","04","02","50","999999888","000450000","0","2","","","","","","","","","135","0001270",1305,"2","2"
"0006098","13","1","03","03","2","8","1","","","","","000600000","999999999","0","2","","","","","","","","","135","0001270",1305,"2","2"
"0006100","16","1","02","01","2","5","1","","","","","000080000","000000000","","","","","","","","","","","135","0001270",1305,"2","2"
"0006103","19","1","01","01","2","1","1","","","","","000200000","000100000","0","2","","","","","","","","","135","0001270",1305,"2","2"
"0006104","20","1","01","01","2","5","1","","","","","999999888","000100000","0","2","","","","","","","","","135","0001270",1305,"2","2"
"0006109","09","1","02","01","1","5","1","","","","","999999999","000000000","","","","","","","","","","","135","0001271",1466,"2","2"
"0006116","18","2","03","01","2","1","1","","","","","000020000","000015000","0","2","","","","","","","","","135","0001271",1466,"2","2"
"0006119","02","1","01","01","2","1","1","","","","","000025000","000000000","","","","","","","","","","","135","0001272",1541,"2","2"
"0006119","02","1","02","01","1","5","2","1","03","","50","999999999","000100000","0","2","","","","","","","","","135","0001272",1541,"2","2"
"0006119","02","1","03","01","2","5","2","1","02","","50","999999999","000000000","","","","","","","","","","","135","0001272",1541,"2","2"
"0006123","07","1","01","01","1","2","1","","","","","000750000","000500000","0","1","30","00537000","02350","00400000","24","00","06","0","135","0001272",1541,"2","2"
"0006127","12","1","01","01","2","5","1","","","","","000060000","000018000","0","2","","","","","","","","","135","0001272",1541,"2","2"
"0006129","14","1","01","01","2","8","1","","","","","000100000","250000000","1","2","","","","","","","","","135","0001272",1541,"2","2"
"0006129","14","1","01","02","2","1","1","","","","","000090000","000040000","0","2","","","","","","","","","135","0001272",1541,"2","2"
"0006130","15","1","02","01","1","2","1","","","","","000450000","000390000","0","1","20","00300000","01400","00140000","11","00","99","9","135","0001272",1541,"2","2"
"0006133","20","1","01","01","2","1","1","","","","","000250000","000200000","0","2","","","","","","","","","135","0001272",1541,"2","2"
"0006138","05","1","01","01","1","5","1","","","","","000010000","000000000","","","","","","","","","","","135","0001273",1743,"1","2"
"0006138","05","1","02","01","2","5","1","","","","","000060000","000000000","","","","","","","","","","","135","0001273",1743,"1","2"
"0006139","06","3","01","01","1","2","1","","","","","000400000","000000000","","","","","","","","","","","135","0001273",1743,"1","2"
"0006139","06","3","01","02","2","5","1","","","","","000050000","000000000","","","","","","","","","","","135","0001273",1743,"1","2"
"0006139","06","3","01","03","2","5","1","","","","","000050000","000000000","","","","","","","","","","","135","0001273",1743,"1","2"
"0006139","06","3","01","04","2","5","1","","","","","000030000","000400000","1","2","","","","","","","","","135","0001273",1743,"1","2"
"0006139","06","3","01","05","2","5","1","","","","","000050000","000060000","1","2","","","","","","","","","135","0001273",1743,"1","2"
