"FOLIO","VIV_SEL","HOGAR","N_REN","CONSEC","P8_49","P8_50","P8_51_1","P8_51_2","P8_52","P8_53_1","P8_53_2","P8_54_1","P8_54_2","EDIS","UPM_DIS","FACTOR","ESTRATO","TLOC"
"0011187","01","1","01","01","015000","02000","50","0","03","01","00","00","03","245","0002152",1215,"4","2"
"0011199","02","1","03","01","004000","02400","99","9","00","00","04","00","02","243","0002156",3244,"1","2"
"0011222","02","1","01","01","010000","01600","99","9","00","00","04","04","00","249","0002162",2939,"2","2"
"0011243","01","1","02","01","003000","01200","07","0","00","00","04","00","01","251","0002164",6249,"2","3"
"0011247","05","1","01","01","004000","00400","99","9","00","00","04","00","01","251","0002164",6249,"2","3"
"0011251","10","1","02","01","016800","04078","07","5","00","00","04","00","03","251","0002164",6249,"2","3"
"0011252","11","1","02","01","004000","00800","99","9","00","01","00","00","04","251","0002164",6249,"2","3"
"0011338","15","1","02","01","006000","00400","99","9","00","00","04","00","04","250","0002170",2857,"2","3"
"0011338","15","1","03","01","015000","02100","07","0","00","00","03","00","03","250","0002170",2857,"2","3"
"0011457","05","1","02","01","004000","00400","99","9","12","01","00","01","00","253","0002181",3097,"2","4"
"0011480","12","1","02","01","005000","00756","99","9","00","00","04","00","02","252","0002182",4173,"1","4"
"0011518","02","1","01","01","015000","04320","99","9","00","00","04","00","02","255","0002188",747,"3","1"
"0011529","01","1","02","01","052000","17200","99","9","00","00","04","00","03","255","0002191",853,"3","1"
"0011624","02","1","01","01","012000","03000","99","0","02","01","00","01","00","255","0002216",922,"3","1"
"0011629","02","1","04","01","007000","03400","10","0","12","00","04","00","01","255","0002217",996,"3","1"
"0011655","02","1","04","01","036000","07000","07","2","00","00","04","00","02","255","0002223",961,"3","1"
"0011655","02","1","04","02","006000","01870","07","2","00","00","04","00","01","255","0002223",961,"3","1"
"0011699","05","1","02","01","006000","01968","05","0","00","00","04","00","03","254","0002233",1804,"2","1"
"0011715","05","1","02","01","005000","01600","99","9","00","00","04","00","02","256","0002237",785,"4","1"
"0011777","03","1","05","01","003000","00944","05","0","00","00","04","00","01","260","0002256",1703,"2","1"
"0011883","16","1","02","01","001300","01300","99","9","00","00","04","00","01","263","0002275",1321,"2","3"
"0011923","10","1","02","01","007200","04800","05","0","00","00","04","00","02","264","0002280",1551,"1","3"
"0011978","13","1","02","01","003000","02000","99","9","00","00","04","00","02","266","0002283",1153,"2","4"
"0012031","14","1","01","01","080000","04700","02","5","00","03","00","02","00","265","0002286",2484,"1","4"
"0012063","11","1","02","01","011000","04800","99","9","00","00","04","00","02","265","0002288",3149,"1","4"
"0012081","01","1","03","01","000300","00300","05","0","00","00","06","00","01","271","0002292",1434,"2","1"
"0012084","04","1","01","01","003000","01000","99","9","00","00","06","00","02","271","0002292",1434,"2","1"
"0012109","03","1","01","01","003000","01000","99","9","00","00","04","00","03","272","0002301",678,"3","1"
"0012119","04","1","01","01","002000","00700","07","0","00","00","06","00","02","271","0002303",1466,"2","1"
"0012122","02","1","02","01","002000","02000","02","0","00","00","03","00","01","271","0002304",1318,"2","1"
"0012157","04","1","01","01","012000","04000","99","9","00","00","08","00","03","269","0002317",818,"3","1"
"0012157","04","1","01","02","007000","00900","99","9","00","00","04","00","02","269","0002317",818,"3","1"
"0012201","01","1","02","01","005000","02000","60","0","00","00","05","00","03","268","0002333",1796,"2","1"
"0012270","02","1","03","01","003000","00888","05","0","00","00","04","00","02","270","0002357",1108,"4","1"
"0012274","03","1","01","01","001800","01326","08","5","00","00","04","00","01","268","0002358",1505,"2","1"
"0012313","01","1","02","01","005000","00800","99","9","08","01","00","00","08","268","0002369",1570,"2","1"
"0012324","02","1","01","01","005000","00600","99","9","00","00","04","00","02","268","0002373",1582,"2","1"
"0012330","02","1","01","01","010000","04000","05","0","00","00","05","00","02","267","0002375",2523,"1","1"
"0012333","05","1","01","01","011000","00380","21","0","00","00","08","00","06","267","0002375",2523,"1","1"
"0012340","02","1","08","01","020000","08400","99","9","00","00","04","00","01","270","0002378",620,"4","1"
"0012366","04","1","01","01","001500","00750","99","9","00","00","05","00","01","275","0002388",1739,"2","1"
"0012376","04","1","01","01","001000","00600","99","9","00","00","04","00","01","276","0002392",1259,"4","1"
"0012396","09","1","02","01","012600","02400","99","9","00","00","06","00","05","277","0002397",1098,"2","2"
"0012456","20","1","02","01","010000","00714","99","9","00","00","10","00","01","278","0002401",1493,"2","3"
"0012512","07","1","02","01","015000","04160","96","0","00","00","05","00","05","279","0002408",1026,"1","4"
"0012530","09","1","01","01","003000","00900","99","9","00","00","04","00","02","279","0002409",764,"1","4"
"0012532","11","1","02","01","020000","04000","99","9","00","00","03","00","02","279","0002409",764,"1","4"
"0012537","18","1","01","01","003000","01200","99","9","00","00","04","00","03","279","0002409",764,"1","4"
"0012549","02","1","02","01","002000","00600","66","0","00","00","04","00","03","284","0002412",2088,"2","1"
"0012556","01","1","02","01","019000","04000","88","8","00","00","04","00","02","284","0002414",1690,"2","1"
"0012618","05","1","02","01","007680","01000","06","0","00","00","08","00","07","282","0002429",1419,"3","1"
"0012695","05","1","01","01","003000","02400","04","0","00","00","04","00","01","281","0002450",2201,"2","1"
"0012766","01","1","02","01","010000","02800","99","9","00","00","05","00","05","280","0002469",311,"1","1"
"0012766","01","2","01","01","010000","02800","99","9","00","00","05","00","05","280","0002469",311,"1","1"
"0012777","04","1","02","01","010000","02960","99","9","00","00","04","00","03","283","0002471",659,"4","1"
"0012787","04","1","02","01","004000","01000","12","0","00","00","05","00","02","283","0002473",587,"4","1"
"0012788","01","1","02","01","002000","01000","72","0","00","00","04","00","01","283","0002474",617,"4","1"
"0012804","03","1","02","01","002000","00200","99","9","00","00","01","00","01","282","0002478",1327,"3","1"
"0012806","01","1","01","01","006000","02400","99","9","00","00","04","00","02","282","0002479",1760,"3","1"
"0012806","01","1","02","01","002000","01040","08","0","00","00","04","00","02","282","0002479",1760,"3","1"
"0012818","05","1","01","01","003000","00880","07","2","00","00","04","00","02","282","0002482",995,"3","1"
"0012847","01","1","02","01","008000","01000","30","0","02","01","06","00","08","283","0002490",627,"4","1"
"0012849","05","1","02","01","008000","02000","04","0","00","00","04","00","01","283","0002490",627,"4","1"
"0012852","03","1","02","01","007500","00800","04","0","00","00","04","00","01","281","0002491",2358,"2","1"
"0012880","04","1","02","01","002600","04828","04","0","00","00","06","00","01","286","0002495",1779,"2","2"
"0012884","08","1","02","01","003000","03360","99","9","00","00","04","00","01","286","0002495",1779,"2","2"
"0012886","12","1","02","01","006000","02020","99","9","00","00","04","00","04","286","0002495",1779,"2","2"
"0012893","20","1","01","01","005000","00412","20","0","00","00","03","00","02","286","0002495",1779,"2","2"
"0012924","02","1","02","01","004000","02100","20","0","00","00","04","00","02","287","0002499",2924,"2","3"
"0012925","03","1","01","01","001800","01200","02","8","00","00","04","00","03","287","0002499",2924,"2","3"
"0012933","12","1","02","01","001000","01600","02","8","00","00","04","00","01","287","0002499",2924,"2","3"
"0012936","15","1","03","01","001750","01000","99","9","00","00","03","00","02","287","0002499",2924,"2","3"
"0012946","09","1","02","01","006000","01542","30","0","00","00","05","00","03","289","0002500",1012,"2","4"
"0012992","03","1","01","01","006000","01600","99","9","00","00","05","00","03","288","0002503",1237,"1","4"
"0012992","03","1","02","01","005000","01130","40","0","01","01","00","00","04","288","0002503",1237,"1","4"
"0012996","08","1","02","01","005000","02600","99","9","00","00","06","00","05","288","0002503",1237,"1","4"
"0012997","09","1","01","01","009000","01520","99","9","00","00","06","00","01","288","0002503",1237,"1","4"
"0013007","19","1","02","01","002000","00600","99","9","00","00","04","00","03","288","0002503",1237,"1","4"
"0013062","03","1","02","01","001239","00539","99","9","00","00","05","00","02","288","0002507",1459,"1","4"
"0013066","07","1","02","01","004000","02400","99","9","00","00","05","00","02","288","0002507",1459,"1","4"
"0013067","08","1","02","01","010000","01200","23","0","00","00","05","00","05","288","0002507",1459,"1","4"
"0013114","01","1","01","01","010896","01362","99","9","00","01","00","00","08","298","0002511",849,"4","1"
"0013140","04","1","01","01","009000","02800","60","0","00","00","05","00","04","297","0002518",1512,"3","1"
"0013164","02","1","02","01","000774","01548","02","9","00","00","04","00","01","298","0002524",735,"4","1"
"0013172","02","1","01","01","024000","08000","99","9","00","00","04","00","02","298","0002526",788,"4","1"
"0013324","03","1","01","01","001400","00700","99","9","00","00","04","00","01","293","0002577",2159,"2","1"
"0013335","01","1","02","01","002425","00800","99","9","00","00","06","00","04","293","0002581",2385,"2","1"
"0013363","01","1","01","01","040000","06000","08","0","00","01","00","00","10","294","0002589",1857,"3","1"
"0013395","05","1","01","01","003600","00600","99","9","00","00","04","00","03","293","0002599",1194,"2","1"
"0013400","08","1","02","01","020000","05600","63","0","00","00","04","01","18","299","0002600",2217,"3","2"
"0013416","08","1","02","01","001269","02524","99","9","00","00","05","00","01","299","0002601",2538,"2","2"
"0013416","08","1","04","01","001200","02466","99","9","00","00","05","00","01","299","0002601",2538,"2","2"
"0013423","19","1","01","01","005910","01916","99","9","00","00","05","00","03","299","0002601",2538,"2","2"
"0013424","20","1","03","01","002800","00600","99","8","00","00","04","00","03","299","0002601",2538,"2","2"
"0013424","20","1","03","02","005800","01772","99","9","00","00","05","00","03","299","0002601",2538,"2","2"
"0013428","06","1","02","01","000951","01268","99","9","00","00","03","00","01","299","0002602",1860,"3","2"
"0013458","05","1","03","01","001890","00210","99","9","00","00","03","00","02","300","0002604",2594,"2","3"
"0013474","01","1","02","01","000900","00900","99","9","12","00","04","00","01","300","0002605",2410,"2","3"
"0013492","03","1","02","01","001950","00600","99","9","00","00","03","00","02","301","0002606",1775,"1","4"
"0013526","04","1","03","01","005000","01200","24","0","00","01","00","00","06","301","0002608",2024,"1","4"
"0013547","09","1","02","01","011000","03200","99","9","00","00","04","00","03","302","0002609",1731,"2","4"
"0013561","07","1","02","01","005000","01428","99","9","00","00","05","00","01","301","0002610",1996,"1","4"
"0013564","10","1","01","01","008000","02080","07","0","00","00","04","00","03","301","0002610",1996,"1","4"
"0013568","14","1","02","01","003400","01515","04","7","00","00","04","00","02","301","0002610",1996,"1","4"
"0013579","05","1","02","01","002500","01060","99","9","00","00","08","00","01","302","0002611",1564,"2","4"
"0013633","04","1","01","01","005000","00750","99","9","00","01","00","00","10","307","0002619",1482,"3","1"
"0013658","04","1","02","01","010000","02800","99","9","00","00","04","00","03","306","0002625",2336,"2","1"
"0013690","04","1","01","01","004200","02100","30","0","00","01","06","00","01","315","0002633",2063,"3","1"
"0013691","05","1","02","01","000001","04000","99","9","00","00","05","00","01","315","0002633",2063,"3","1"
"0013701","05","1","01","01","010000","02800","05","0","00","00","06","00","02","314","0002637",5779,"2","1"
"0013800","02","1","01","01","003000","02928","99","9","00","00","04","00","01","304","0002662",1421,"3","1"
"0013800","02","1","02","01","002000","02000","99","9","00","00","04","00","01","304","0002662",1421,"3","1"
"0013803","05","1","03","01","036000","14400","99","9","00","00","05","00","10","304","0002662",1421,"3","1"
"0013832","05","1","02","01","020000","08800","99","9","00","00","04","00","01","303","0002669",2033,"2","1"
"0013834","02","1","02","01","004000","02400","10","0","00","00","05","00","02","303","0002670",1975,"2","1"
"0013853","01","1","01","01","020000","08000","00","7","00","00","04","00","04","305","0002675",784,"4","1"
"0013887","01","1","02","01","003000","02000","99","9","00","00","05","00","02","305","0002683",702,"4","1"
"0013905","05","1","01","01","080000","09200","99","9","00","02","06","00","09","319","0002687",621,"4","1"
"0013924","03","1","01","01","015000","00900","99","9","00","00","04","00","01","317","0002692",2132,"2","1"
"0013925","05","1","02","01","033000","00759","99","9","00","05","00","04","00","317","0002692",2132,"2","1"
"0013938","02","1","02","01","006000","02000","99","9","00","00","04","00","02","310","0002696",1659,"3","1"
"0013949","03","1","01","01","003000","00400","99","9","00","00","08","00","07","311","0002698",1275,"4","1"
"0013976","05","1","02","01","020000","06000","05","0","00","00","04","00","01","313","0002704",2639,"3","1"
"0013976","05","1","03","01","005000","03600","99","9","00","00","04","00","03","313","0002704",2639,"3","1"
"0013976","05","1","03","02","003600","01800","99","9","00","00","05","00","02","313","0002704",2639,"3","1"
"0013986","02","1","01","01","004000","02800","99","9","00","00","04","00","01","312","0002708",1589,"2","1"
"0013988","05","1","02","01","006000","02100","99","9","00","00","04","00","02","312","0002708",1589,"2","1"
"0013991","03","1","02","01","005000","01532","99","9","00","00","04","00","04","312","0002709",2159,"2","1"
"0014024","10","1","01","01","006000","03000","07","5","00","00","04","00","02","320","0002713",2411,"3","2"
"0014058","11","1","02","01","004000","00281","99","9","00","00","04","00","03","320","0002715",2269,"2","2"
"0014059","12","1","01","01","003500","00718","99","9","00","00","04","00","03","320","0002715",2269,"2","2"
"0014089","11","1","01","01","005000","00800","99","9","00","12","00","00","10","321","0002717",2670,"2","3"
"0014092","14","1","02","01","002500","01500","04","0","00","00","04","00","02","321","0002717",2670,"2","3"
"0014097","19","1","02","01","000400","01560","21","2","00","00","04","00","01","321","0002717",2670,"2","3"
"0014098","20","1","02","01","030000","08500","08","0","00","00","04","00","03","321","0002717",2670,"2","3"
"0014107","10","1","01","01","007000","01200","99","9","00","01","06","01","05","321","0002718",2015,"2","3"
"0014110","15","1","02","01","002000","01000","99","9","00","00","03","00","02","321","0002718",2015,"2","3"
"0014111","16","1","01","01","000001","00600","99","9","00","00","04","00","01","321","0002718",2015,"2","3"
"0014113","19","1","01","01","004000","01300","99","9","00","00","04","00","02","321","0002718",2015,"2","3"
"0014119","06","1","01","01","008000","01120","99","9","00","01","00","00","09","322","0002719",1698,"1","4"
"0014132","20","1","02","01","999999","01600","99","9","00","00","06","00","04","322","0002719",1698,"1","4"
"0014132","20","1","06","01","004000","00800","99","9","00","00","04","00","02","322","0002719",1698,"1","4"
"0014137","06","1","02","01","005920","02960","99","9","00","00","04","00","02","323","0002720",1452,"2","4"
"0014145","16","1","02","01","002000","03000","05","0","00","00","04","00","01","323","0002720",1452,"2","4"
"0014165","01","1","02","01","034500","02500","99","9","00","01","00","00","11","322","0002722",1422,"1","4"
"0014165","01","1","02","02","005334","01600","99","9","00","00","04","00","02","322","0002722",1422,"1","4"
"0014165","01","1","02","03","006000","01500","99","9","00","00","04","00","04","322","0002722",1422,"1","4"
"0014172","11","1","01","01","002500","02000","99","9","00","00","04","00","01","322","0002722",1422,"1","4"
"0014201","03","1","01","01","003000","00880","99","9","00","00","03","00","01","325","0002728",662,"3","1"
"0014257","03","1","02","01","012000","03400","99","9","00","00","04","00","04","324","0002745",1374,"2","1"
"0014260","03","1","01","01","001000","01200","04","0","00","00","06","00","01","324","0002746",1557,"2","1"
"0014275","03","1","01","01","002000","03200","03","8","06","00","06","00","06","324","0002750",1335,"2","1"
"0014275","03","1","03","01","008000","04800","03","8","06","00","06","00","02","324","0002750",1335,"2","1"
"0014277","01","1","01","01","002000","01768","08","0","00","00","06","00","01","326","0002751",224,"4","1"
"0014282","04","1","01","01","020000","04000","05","4","00","00","06","00","04","326","0002752",186,"4","1"
"0014282","04","1","02","01","007000","02400","10","0","00","00","04","00","03","326","0002752",186,"4","1"
"0014302","02","1","01","01","074168","01458","48","0","00","03","00","02","09","326","0002758",219,"4","1"
"0014306","05","1","01","01","016000","05200","08","0","00","00","03","00","01","325","0002759",642,"3","1"
"0014306","05","1","01","02","015000","05200","08","0","00","00","03","00","03","325","0002759",642,"3","1"
"0014306","05","1","01","03","008000","02500","99","9","00","00","03","00","03","325","0002759",642,"3","1"
"0014306","05","1","01","04","013000","03224","99","9","00","00","05","00","03","325","0002759",642,"3","1"
"0014314","05","1","02","01","005000","01500","99","9","00","00","06","00","05","324","0002761",1364,"2","1"
"0014316","02","1","02","01","020000","05600","99","9","00","00","06","00","03","324","0002762",1514,"2","1"
"0014324","03","1","01","01","010000","02824","10","0","00","00","04","00","04","326","0002764",252,"4","1"
"0014342","01","1","02","01","009000","03000","99","9","00","00","04","00","03","326","0002771",205,"4","1"
"0014344","03","1","01","01","002000","00600","99","9","00","00","04","00","04","326","0002771",205,"4","1"
"0014367","10","1","01","01","004500","02070","02","0","00","00","03","00","02","328","0002777",778,"2","2"
"0014369","14","1","01","01","013000","01200","07","0","01","03","00","03","00","328","0002777",778,"2","2"
"0014372","17","1","02","01","024700","07600","05","0","00","00","04","00","03","328","0002777",778,"2","2"
"0014375","01","1","01","01","010000","00920","12","0","00","02","00","01","06","328","0002778",830,"3","2"
"0014379","06","1","02","01","002000","04500","99","9","00","00","04","00","01","328","0002778",830,"3","2"
"0014398","13","1","02","01","000600","00200","99","9","00","00","04","00","01","329","0002779",1640,"2","2"
"0014417","02","1","02","01","008000","02800","99","9","01","00","04","00","01","329","0002781",1389,"2","2"
"0014420","05","1","02","01","013000","03796","29","0","00","00","04","00","02","329","0002781",1389,"2","2"
"0014427","13","1","02","01","006800","00393","05","0","00","00","04","00","02","329","0002781",1389,"2","2"
"0014427","13","1","02","02","004500","00400","05","0","00","00","04","00","03","329","0002781",1389,"2","2"
"0014432","19","1","03","01","004000","01400","99","9","00","00","04","00","02","329","0002781",1389,"2","2"
"0014435","03","1","01","01","001508","01508","09","0","03","00","04","00","01","329","0002782",1335,"2","2"
"0014445","17","1","04","01","012000","02800","02","8","00","00","05","00","04","329","0002782",1335,"2","2"
"0014446","18","1","02","01","008000","01240","04","0","04","01","00","00","07","329","0002782",1335,"2","2"
"0014460","16","1","02","01","002300","01528","06","0","00","00","04","00","02","330","0002784",1596,"2","3"
"0014461","17","1","02","01","999999","02800","99","9","00","00","04","00","04","330","0002784",1596,"2","3"
"0014465","02","1","03","01","006192","01548","23","0","00","00","04","00","02","330","0002785",1577,"1","3"
"0014486","09","1","02","01","006000","01600","99","9","00","01","08","01","08","331","0002786",2085,"2","3"
"0014493","18","1","01","01","005000","01588","99","9","00","00","05","00","05","331","0002786",2085,"2","3"
"0014512","19","1","01","01","001000","00450","30","0","00","00","03","00","01","330","0002787",1549,"2","3"
"0014521","11","1","02","01","017000","05148","04","0","00","00","04","00","02","331","0002788",2018,"1","3"
"0014521","11","1","02","02","001850","01850","04","0","00","00","04","00","01","331","0002788",2018,"1","3"
"0014525","16","1","01","01","007072","03536","99","9","00","00","04","00","03","331","0002788",2018,"1","3"
"0014525","16","1","01","02","006000","00500","99","9","00","01","00","01","00","331","0002788",2018,"1","3"
"0014533","01","1","02","01","002500","01400","05","0","00","00","04","00","01","333","0002790",1614,"2","4"
"0014534","02","1","02","01","005000","05000","05","0","00","00","04","00","01","333","0002790",1614,"2","4"
"0014535","03","1","02","01","001300","00570","04","0","00","00","04","00","02","333","0002790",1614,"2","4"
"0014536","04","1","01","01","005000","01400","03","0","00","00","04","00","01","333","0002790",1614,"2","4"
"0014536","04","1","01","02","003000","00800","03","0","00","00","04","00","03","333","0002790",1614,"2","4"
"0014540","09","1","02","01","001626","03600","99","9","00","00","04","00","01","333","0002790",1614,"2","4"
"0014543","12","1","02","01","003000","01600","99","9","00","00","04","00","02","333","0002790",1614,"2","4"
"0014543","12","1","03","01","000860","00860","04","0","00","00","04","00","01","333","0002790",1614,"2","4"
"0014545","15","1","02","01","008000","02400","99","9","00","00","04","00","01","333","0002790",1614,"2","4"
"0014550","20","1","02","01","007000","02200","99","9","00","00","04","00","04","333","0002790",1614,"2","4"
"0014553","03","1","02","01","001600","01600","05","0","00","00","05","00","01","332","0002791",1413,"1","4"
"0014560","11","1","02","01","011000","03400","07","2","00","00","04","00","03","332","0002791",1413,"1","4"
"0014561","12","1","01","01","003630","02460","09","0","00","00","05","00","03","332","0002791",1413,"1","4"
"0014561","12","1","02","01","006000","01500","09","9","00","00","04","00","02","332","0002791",1413,"1","4"
"0014562","13","1","03","01","004000","01280","99","9","00","00","05","00","03","332","0002791",1413,"1","4"
"0014563","15","1","01","01","015000","06000","04","0","00","00","05","00","02","332","0002791",1413,"1","4"
"0014564","16","1","02","01","007400","02400","99","9","00","00","04","00","04","332","0002791",1413,"1","4"
"0014568","20","1","02","01","003000","00880","07","0","00","04","00","00","02","332","0002791",1413,"1","4"
"0014573","04","1","05","01","000850","01400","25","0","00","01","00","00","01","333","0002792",1349,"2","4"
"0014579","10","1","02","01","002667","00381","07","0","00","00","04","00","01","333","0002792",1349,"2","4"
"0014596","10","1","02","01","045000","12620","09","0","00","00","04","00","03","332","0002793",1349,"1","4"
"0014597","11","1","02","01","003000","03000","05","0","00","00","04","00","01","332","0002793",1349,"1","4"
"0014598","12","1","01","01","007500","10000","05","0","00","00","04","00","01","332","0002793",1349,"1","4"
"0014598","12","1","02","01","004500","01500","05","0","00","00","04","00","01","332","0002793",1349,"1","4"
"0014604","18","1","02","01","001875","00378","99","9","00","00","04","00","01","332","0002793",1349,"1","4"
"0014604","18","2","02","01","000920","00930","10","0","00","00","04","00","01","332","0002793",1349,"1","4"
"0014609","03","1","02","01","003186","01416","07","0","00","00","03","00","02","333","0002794",1551,"2","4"
"0014609","03","1","02","02","006886","02504","07","0","02","00","04","00","02","333","0002794",1551,"2","4"
"0014610","04","1","04","01","014000","14000","03","5","00","00","04","00","01","333","0002794",1551,"2","4"
"0014611","05","1","02","01","015000","04800","99","9","00","00","04","00","03","333","0002794",1551,"2","4"
"0014614","08","1","01","01","015000","04368","06","0","00","00","04","00","01","333","0002794",1551,"2","4"
"0014616","10","1","02","01","005000","01400","05","0","00","00","04","00","01","333","0002794",1551,"2","4"
"0014616","10","2","01","01","006357","08476","04","0","00","00","04","00","01","333","0002794",1551,"2","4"
"0014616","10","2","02","01","022000","03932","50","0","00","01","00","00","06","333","0002794",1551,"2","4"
"0014617","11","1","01","01","008000","02700","99","9","00","00","04","00","03","333","0002794",1551,"2","4"
"0014617","11","1","02","01","002000","01200","03","0","00","00","04","00","01","333","0002794",1551,"2","4"
"0014620","14","1","02","01","002400","03200","09","0","00","00","04","00","01","333","0002794",1551,"2","4"
"0014622","16","1","03","01","002000","02400","07","0","00","00","04","00","01","333","0002794",1551,"2","4"
"0014623","18","1","02","01","009000","03000","09","0","00","00","04","00","01","333","0002794",1551,"2","4"
"0014626","21","1","02","01","006000","00600","99","9","00","00","06","00","03","333","0002794",1551,"2","4"
"0014636","10","1","01","01","008600","02800","99","9","00","00","04","00","04","333","0002795",1325,"2","4"
"0014636","10","1","01","02","999999","99999","09","9","99","00","04","00","01","333","0002795",1325,"2","4"
"0014640","15","1","01","01","021000","00688","08","7","12","00","05","99","99","333","0002795",1325,"2","4"
"0014643","18","1","02","01","001000","02400","99","9","00","00","05","00","01","333","0002795",1325,"2","4"
"0014643","18","1","06","01","000676","01300","99","9","00","00","05","00","01","333","0002795",1325,"2","4"
"0014648","02","1","02","01","003000","00308","99","9","00","00","04","00","03","332","0002796",1376,"1","4"
"0014649","03","1","02","01","005000","01520","50","0","00","00","04","00","02","332","0002796",1376,"1","4"
"0014670","11","1","02","01","002000","02000","99","9","00","00","05","00","01","332","0002797",1515,"1","4"
"0014671","12","1","02","01","003000","01572","99","9","00","01","00","00","04","332","0002797",1515,"1","4"
"0014672","13","1","01","01","003700","02008","07","0","00","00","05","00","02","332","0002797",1515,"1","4"
"0014673","14","1","02","01","008000","01029","99","9","00","00","05","00","02","332","0002797",1515,"1","4"
"0014688","11","1","01","01","002000","00300","06","0","00","00","04","00","02","332","0002798",1635,"1","4"
"0014699","03","1","02","01","005000","01520","07","6","00","00","04","00","03","332","0002799",1368,"1","4"
"0014730","01","1","02","01","001500","02000","99","9","00","00","04","00","03","334","0002802",3421,"2","1"
"0014732","05","1","01","01","050000","04000","99","9","01","01","06","01","02","334","0002802",3421,"2","1"
"0014745","03","1","01","01","000600","00600","99","9","00","00","04","00","01","335","0002807",2166,"3","1"
"0014748","02","1","01","01","004000","02000","99","9","00","00","04","00","02","336","0002808",810,"4","1"
"0014754","04","1","02","01","003000","01000","99","9","00","00","04","00","03","335","0002809",2016,"3","1"
"0014770","05","1","01","01","000001","01500","99","9","00","00","04","00","01","335","0002813",1631,"3","1"
"0014775","01","1","02","01","004000","01200","99","9","00","00","04","00","02","334","0002815",3207,"2","1"
"0014806","03","1","04","01","005000","01000","99","9","00","00","04","00","02","336","0002822",901,"4","1"
"0014825","05","1","02","01","005000","00300","20","0","00","00","04","00","02","341","0002829",2241,"2","1"
"0014840","02","1","02","01","999999","02000","99","9","00","00","04","00","03","341","0002834",2803,"2","1"
"0014844","01","1","02","01","999999","04800","75","0","00","00","04","00","02","341","0002835",2502,"2","1"
"0014844","01","1","03","01","999999","03000","99","9","00","09","04","00","03","341","0002835",2502,"2","1"
"0014861","05","1","01","01","010000","00700","03","0","00","00","04","00","03","342","0002838",2286,"3","1"
"0014927","05","1","02","01","015000","04000","99","9","00","00","05","00","01","338","0002859",2554,"2","1"
"0014936","04","1","02","01","010000","04800","00","5","00","00","04","00","02","339","0002863",1700,"3","1"
"0014944","01","1","01","01","001000","00200","99","9","01","00","04","00","03","338","0002867",3219,"2","1"
"0014966","02","1","01","01","002600","00300","99","9","00","00","08","00","04","339","0002873",2061,"3","1"
"0015020","05","1","01","01","000380","00375","99","9","00","00","04","00","01","334","0002889",2692,"2","1"
"0015021","01","1","02","01","009000","01200","99","9","00","00","05","00","04","335","0002890",2039,"3","1"
"0015022","02","1","02","01","999999","01500","99","9","01","00","05","00","04","335","0002890",2039,"3","1"
"0015022","02","1","02","02","005200","00450","99","9","00","00","05","00","04","335","0002890",2039,"3","1"
"0015023","03","1","02","01","002500","00450","99","9","00","00","05","00","02","335","0002890",2039,"3","1"
"0015025","05","1","02","01","006000","00248","04","0","00","03","00","02","00","335","0002890",2039,"3","1"
"0015034","02","1","02","01","006000","00800","99","9","00","01","00","00","05","334","0002893",3071,"2","1"
"0015035","04","1","01","01","999999","02800","99","9","00","00","04","00","02","334","0002893",3071,"2","1"
"0015036","05","1","02","01","009000","01300","99","9","00","00","04","00","02","334","0002893",3071,"2","1"
"0015053","01","1","02","01","004000","00700","04","0","00","01","00","00","09","348","0002899",1802,"3","1"
"0015063","03","1","02","01","001400","02808","99","9","00","00","04","00","01","348","0002901",1782,"3","1"
"0015068","03","1","01","01","002000","01680","99","9","00","00","04","00","01","348","0002903",1815,"3","1"
"0015090","05","1","02","01","005000","01500","06","0","00","00","04","00","03","347","0002908",2848,"2","1"
"0015095","01","1","01","01","020000","00400","99","9","00","99","99","99","99","337","0002910",1093,"3","2"
"0015095","01","1","01","02","015000","00500","99","9","99","99","99","99","99","337","0002910",1093,"3","2"
"0015097","03","1","02","01","004000","01040","99","9","01","01","00","00","06","337","0002910",1093,"3","2"
"0015104","01","1","01","01","100000","04900","11","0","00","05","00","03","06","337","0002912",1285,"4","2"
"0015110","03","1","02","01","180000","04100","08","0","00","05","00","04","00","350","0002913",1642,"3","2"
"0015111","04","1","02","01","000900","03600","99","9","00","00","04","00","01","350","0002913",1642,"3","2"
"0015112","05","1","01","01","000760","01520","99","9","00","00","04","00","01","350","0002913",1642,"3","2"
"0015113","06","1","02","01","007000","04500","99","9","00","00","04","00","02","350","0002913",1642,"3","2"
"0015114","08","1","03","01","008000","02070","99","9","00","00","05","00","02","350","0002913",1642,"3","2"
"0015134","11","1","01","01","000760","00360","99","9","00","00","05","00","02","350","0002914",1669,"2","2"
"0015150","09","1","02","01","027000","02754","99","9","00","00","04","00","03","350","0002915",1841,"2","2"
"0015150","09","1","05","01","012000","05000","99","9","00","00","04","00","03","350","0002915",1841,"2","2"
"0015155","16","1","01","01","025000","06800","05","0","00","00","04","00","02","350","0002915",1841,"2","2"
"0015155","16","1","01","02","004000","06800","05","0","00","00","04","00","01","350","0002915",1841,"2","2"
"0015184","09","1","02","01","004500","03800","99","9","00","00","06","00","02","351","0002917",1988,"1","4"
"0015184","09","1","03","01","009000","06000","07","0","00","00","04","00","02","351","0002917",1988,"1","4"
"0015213","02","1","02","01","010400","03000","75","0","00","00","04","00","03","351","0002919",1987,"1","4"
