"FOLIO","VIV_SEL","HOGAR","N_REN","CONSEC","P8_12","P8_13","P8_14_1","P8_14_2","P8_15","P8_16","EDIS","UPM_DIS","FACTOR","ESTRATO","TLOC"
"0008915","04","1","02","01","3","00500","99","9","003000","01","204","0001762",779,"2","2"
"0008917","06","1","02","01","3","01000","99","9","000000","00","204","0001762",779,"2","2"
"0008919","08","1","02","01","3","00610","99","9","006000","00","204","0001762",779,"2","2"
"0008919","08","1","03","01","7","01000","99","9","008000","01","204","0001762",779,"2","2"
"0008926","15","1","03","01","3","00500","99","9","002000","12","204","0001762",779,"2","2"
"0008929","18","1","02","01","3","03034","99","9","030000","02","204","0001762",779,"2","2"
"0008932","03","1","01","01","3","01050","99","9","010000","02","203","0001763",835,"2","3"
"0008932","03","1","01","02","7","01000","99","9","010000","00","203","0001763",835,"2","3"
"0008933","04","1","04","01","3","01000","99","9","002200","00","203","0001763",835,"2","3"
"0008936","02","1","02","01","9","01500","99","9","002000","00","203","0001764",1051,"2","3"
"0008937","03","1","02","01","3","00310","99","9","008000","08","203","0001764",1051,"2","3"
"0008938","04","1","03","01","3","00345","99","9","002000","00","203","0001764",1051,"2","3"
"0008939","05","1","04","01","3","01000","08","0","001000","00","203","0001764",1051,"2","3"
"0008941","02","1","01","01","2","01300","99","9","012000","00","199","0001765",779,"3","3"
"0008944","02","1","01","01","1","03475","53","1","002902","00","200","0001766",277,"4","3"
"0008954","05","1","02","01","7","00375","99","9","003000","00","206","0001768",757,"2","3"
"0008957","09","1","02","01","1","05000","99","9","007000","00","206","0001768",757,"2","3"
"0008957","09","1","02","02","4","05000","99","9","008000","00","206","0001768",757,"2","3"
"0008961","13","1","01","01","3","01420","99","9","017000","00","206","0001768",757,"2","3"
"0008961","13","1","03","01","3","00250","99","9","000600","00","206","0001768",757,"2","3"
"0008964","18","1","01","01","3","00250","99","9","005000","00","206","0001768",757,"2","3"
"0008964","18","1","02","01","3","00250","99","9","999999","00","206","0001768",757,"2","3"
"0008966","20","1","02","01","1","00375","99","9","001500","00","206","0001768",757,"2","3"
"0008976","03","1","03","01","3","00800","99","9","010000","00","198","0001771",1154,"2","3"
"0008976","03","1","03","02","7","02196","99","9","034000","00","198","0001771",1154,"2","3"
"0008976","03","1","03","03","7","02700","10","0","100000","00","198","0001771",1154,"2","3"
"0008976","03","1","05","01","3","00249","99","9","001200","00","198","0001771",1154,"2","3"
"0008976","03","1","05","02","9","01233","99","9","001233","00","198","0001771",1154,"2","3"
"0008987","10","1","01","01","3","00000","99","9","008000","04","205","0001772",1327,"2","3"
"0008994","18","1","01","01","7","01000","99","9","008000","00","205","0001772",1327,"2","3"
"0009011","17","1","02","01","3","00250","99","9","002000","00","205","0001773",1269,"2","3"
"0009015","01","1","03","01","3","00700","99","9","001380","00","205","0001774",1357,"2","3"
"0009018","04","1","01","01","3","00000","99","9","018000","05","205","0001774",1357,"2","3"
"0009020","06","1","01","01","1","05000","99","9","005600","01","205","0001774",1357,"2","3"
"0009020","06","1","02","01","1","00500","03","0","003000","00","205","0001774",1357,"2","3"
"0009021","07","1","03","01","3","00360","99","9","006800","00","205","0001774",1357,"2","3"
"0009025","11","1","03","01","3","00800","99","9","999999","00","205","0001774",1357,"2","3"
"0009026","12","1","01","01","1","00400","99","9","002000","00","205","0001774",1357,"2","3"
"0009026","12","1","02","01","1","01700","04","0","014000","00","205","0001774",1357,"2","3"
"0009026","12","1","02","02","7","00323","99","9","000900","00","205","0001774",1357,"2","3"
"0009031","17","1","02","01","4","08000","99","9","008000","00","205","0001774",1357,"2","3"
"0009033","19","1","03","01","3","00100","99","9","000440","12","205","0001774",1357,"2","3"
"0009034","01","1","01","01","3","00000","99","9","007000","08","198","0001775",1282,"2","3"
"0009037","04","1","03","01","3","00250","99","9","002600","03","198","0001775",1282,"2","3"
"0009038","05","1","01","01","9","00210","99","9","001800","00","198","0001775",1282,"2","3"
"0009038","05","1","04","01","1","00360","99","9","005000","00","198","0001775",1282,"2","3"
"0009041","03","1","01","01","3","00280","99","9","004510","00","198","0001776",1078,"2","3"
"0009041","03","1","02","01","3","00353","06","0","002400","02","198","0001776",1078,"2","3"
"0009043","01","1","01","01","3","01055","99","9","001055","00","206","0001777",1258,"1","3"
"0009045","03","1","02","01","3","00800","99","9","005000","01","206","0001777",1258,"1","3"
"0009056","15","1","01","01","7","02000","80","0","020300","00","206","0001777",1258,"1","3"
"0009057","16","1","01","01","3","00200","99","9","001000","02","206","0001777",1258,"1","3"
"0009058","17","1","01","01","3","01000","99","9","006000","02","206","0001777",1258,"1","3"
"0009058","17","1","01","02","7","01000","99","9","015000","00","206","0001777",1258,"1","3"
"0009058","17","1","02","01","3","00117","99","9","000700","00","206","0001777",1258,"1","3"
"0009060","19","1","02","01","3","01000","99","9","003000","06","206","0001777",1258,"1","3"
"0009062","01","1","01","01","1","99888","99","9","999999","00","194","0001778",226,"4","1"
"0009064","05","1","01","01","1","10000","52","0","025000","00","194","0001778",226,"4","1"
"0009064","05","1","02","01","4","00700","99","9","000700","00","194","0001778",226,"4","1"
"0009064","05","1","02","02","4","02000","99","9","020000","00","194","0001778",226,"4","1"
"0009067","03","1","01","01","3","00000","99","9","002500","12","193","0001779",1027,"3","1"
"0009067","03","1","02","01","3","07000","99","9","005300","08","193","0001779",1027,"3","1"
"0009068","04","1","01","01","1","00863","99","9","000500","00","193","0001779",1027,"3","1"
"0009077","04","1","02","01","3","00200","99","9","001300","00","208","0001782",991,"2","4"
"0009078","05","1","03","01","3","00400","08","0","022000","00","208","0001782",991,"2","4"
"0009090","20","1","02","01","3","01325","99","9","014000","00","208","0001782",991,"2","4"
"0009091","01","1","01","01","3","00800","99","9","012000","04","208","0001783",1334,"2","4"
"0009091","01","1","02","01","7","01000","99","9","011000","03","208","0001783",1334,"2","4"
"0009096","07","1","03","01","3","00320","99","9","999999","01","208","0001783",1334,"2","4"
"0009097","08","1","03","01","7","01500","99","9","045000","00","208","0001783",1334,"2","4"
"0009097","08","1","03","02","3","00500","99","9","001000","00","208","0001783",1334,"2","4"
"0009099","10","1","02","01","3","00200","99","9","000870","00","208","0001783",1334,"2","4"
"0009106","17","1","03","01","3","00300","99","9","002000","00","208","0001783",1334,"2","4"
"0009113","07","1","01","01","3","00580","99","9","003300","00","207","0001784",1417,"1","4"
"0009115","09","1","02","01","3","00100","99","9","000400","00","207","0001784",1417,"1","4"
"0009129","04","1","01","01","3","03000","99","9","999999","00","207","0001785",1387,"1","4"
"0009133","08","1","01","01","7","00600","99","9","004000","00","207","0001785",1387,"1","4"
"0009135","10","1","02","01","3","03500","99","9","020000","02","207","0001785",1387,"1","4"
"0009144","19","1","03","01","3","00100","99","9","000329","00","207","0001785",1387,"1","4"
"0009145","20","1","01","01","3","00350","99","9","008200","00","207","0001785",1387,"1","4"
"0009145","20","1","01","02","7","00180","99","9","002500","00","207","0001785",1387,"1","4"
"0009145","20","1","02","01","3","00250","99","9","000600","01","207","0001785",1387,"1","4"
"0009148","03","1","02","01","3","00300","06","1","007000","00","208","0001786",1213,"2","4"
"0009151","10","1","01","01","3","01300","99","9","005600","03","208","0001786",1213,"2","4"
"0009151","10","2","01","01","3","00600","99","9","013000","00","208","0001786",1213,"2","4"
"0009152","11","1","01","01","3","00750","99","9","003500","02","208","0001786",1213,"2","4"
"0009152","11","1","02","01","3","00300","99","9","004700","01","208","0001786",1213,"2","4"
"0009152","11","1","02","02","7","00500","99","9","003100","00","208","0001786",1213,"2","4"
"0009154","13","1","02","01","3","01400","99","9","006000","03","208","0001786",1213,"2","4"
"0009156","15","1","04","01","3","00200","99","9","000500","00","208","0001786",1213,"2","4"
"0009161","01","1","01","01","3","00300","00","3","005000","00","210","0001787",416,"3","1"
"0009163","03","1","03","01","3","00500","99","9","003500","00","210","0001787",416,"3","1"
"0009163","03","1","03","02","1","00100","99","9","001000","00","210","0001787",416,"3","1"
"0009165","01","1","01","01","1","02800","99","9","005000","00","210","0001788",403,"3","1"
"0009165","01","1","02","01","1","01400","99","9","002200","01","210","0001788",403,"3","1"
"0009165","01","1","02","02","3","00000","99","9","000000","00","210","0001788",403,"3","1"
"0009165","01","1","03","01","1","00300","99","9","002700","00","210","0001788",403,"3","1"
"0009166","02","1","02","01","3","00100","99","9","000500","00","210","0001788",403,"3","1"
"0009166","02","1","02","02","7","00116","99","9","000200","00","210","0001788",403,"3","1"
"0009166","02","1","02","03","7","00125","99","9","001900","00","210","0001788",403,"3","1"
"0009166","02","1","02","04","1","00000","99","9","000000","00","210","0001788",403,"3","1"
"0009166","02","1","04","01","2","00300","99","9","002000","00","210","0001788",403,"3","1"
"0009169","05","1","01","01","1","01800","99","9","999999","00","210","0001788",403,"3","1"
"0009172","04","1","01","01","7","00000","99","9","000600","05","210","0001789",394,"3","1"
"0009174","01","1","02","01","3","00000","99","9","019192","06","210","0001790",449,"3","1"
"0009175","02","1","02","01","3","00300","99","9","001000","00","210","0001790",449,"3","1"
"0009175","02","1","03","01","3","00250","99","9","999999","00","210","0001790",449,"3","1"
"0009176","03","1","02","01","1","01000","99","9","003000","00","210","0001790",449,"3","1"
"0009177","04","1","03","01","3","00600","12","0","999999","00","210","0001790",449,"3","1"
"0009178","05","1","02","01","3","00230","99","9","002400","00","210","0001790",449,"3","1"
"0009182","05","1","02","01","3","01050","99","9","007000","00","211","0001791",151,"4","1"
"0009184","04","1","02","01","3","00100","99","9","000700","02","209","0001792",1119,"2","1"
"0009185","01","1","02","01","1","03000","27","0","020000","00","210","0001793",421,"3","1"
"0009187","03","1","01","01","3","00300","99","9","000800","00","210","0001793",421,"3","1"
"0009188","04","1","02","01","1","00089","99","9","000400","00","210","0001793",421,"3","1"
"0009189","05","1","01","01","1","00500","71","0","004000","00","210","0001793",421,"3","1"
"0009189","05","1","02","01","3","00270","99","9","003000","00","210","0001793",421,"3","1"
"0009194","05","1","01","01","1","01600","99","9","010000","00","210","0001794",506,"3","1"
"0009194","05","1","02","01","1","01500","99","9","004000","00","210","0001794",506,"3","1"
"0009195","01","1","02","01","1","03000","99","9","005000","00","211","0001795",150,"4","1"
"0009197","03","1","01","01","1","02500","99","9","010000","00","211","0001795",150,"4","1"
"0009197","03","1","03","01","1","06000","99","9","017000","01","211","0001795",150,"4","1"
"0009197","03","1","03","02","2","01000","99","9","004000","00","211","0001795",150,"4","1"
"0009197","03","1","03","03","5","00650","99","9","002000","00","211","0001795",150,"4","1"
"0009198","04","1","01","01","2","01900","99","9","014000","00","211","0001795",150,"4","1"
"0009200","01","1","02","01","1","00500","99","9","002000","00","211","0001796",157,"4","1"
"0009200","01","1","02","02","3","00500","99","9","999999","00","211","0001796",157,"4","1"
"0009201","03","1","01","01","1","01000","99","9","004000","00","211","0001796",157,"4","1"
"0009201","03","1","02","01","1","00180","99","9","002000","00","211","0001796",157,"4","1"
"0009203","05","1","01","01","1","03000","99","9","020000","00","211","0001796",157,"4","1"
"0009206","04","1","01","01","3","01200","99","9","999999","00","211","0001797",149,"4","1"
"0009207","05","1","01","01","1","05000","42","0","012000","00","211","0001797",149,"4","1"
"0009207","05","1","01","02","2","00000","39","0","010000","00","211","0001797",149,"4","1"
"0009208","01","1","01","01","1","00500","99","9","001000","00","210","0001798",402,"3","1"
"0009209","02","1","01","01","2","02500","99","9","015000","00","210","0001798",402,"3","1"
"0009209","02","1","01","02","1","00000","99","9","000000","00","210","0001798",402,"3","1"
"0009209","02","1","02","01","1","00400","99","9","003000","01","210","0001798",402,"3","1"
"0009209","02","1","03","01","5","00560","99","9","001900","01","210","0001798",402,"3","1"
"0009212","05","1","02","01","7","00104","99","9","000550","00","210","0001798",402,"3","1"
"0009214","02","1","02","01","3","01500","99","9","999999","00","210","0001799",545,"3","1"
"0009214","02","1","05","01","3","00000","99","9","999999","02","210","0001799",545,"3","1"
"0009216","04","1","02","01","3","00000","99","9","001500","00","210","0001799",545,"3","1"
"0009217","05","1","01","01","1","00000","99","9","000000","00","210","0001799",545,"3","1"
"0009220","03","1","02","01","3","00500","99","9","001500","00","209","0001800",819,"2","1"
"0009223","01","1","01","01","1","02789","24","0","999999","01","210","0001801",460,"3","1"
"0009223","01","1","02","01","3","00000","99","9","000000","00","210","0001801",460,"3","1"
"0009226","05","1","01","01","3","01200","99","9","001200","00","210","0001801",460,"3","1"
"0009226","05","1","02","01","1","01600","17","0","999999","00","210","0001801",460,"3","1"
"0009227","01","1","03","01","1","00700","99","9","003000","00","210","0001802",449,"3","1"
"0009227","01","1","03","02","3","00200","99","9","000350","00","210","0001802",449,"3","1"
"0009228","02","1","02","01","1","00600","99","9","005000","00","210","0001802",449,"3","1"
"0009228","02","1","02","02","3","00600","99","9","003000","01","210","0001802",449,"3","1"
"0009228","02","1","02","03","7","00200","99","9","001500","00","210","0001802",449,"3","1"
"0009229","03","1","01","01","1","00200","99","9","001800","00","210","0001802",449,"3","1"
"0009229","03","1","02","01","1","00500","18","0","004000","00","210","0001802",449,"3","1"
"0009229","03","1","02","02","3","00000","99","9","000000","00","210","0001802",449,"3","1"
"0009229","03","1","02","03","5","00000","99","9","000000","00","210","0001802",449,"3","1"
"0009230","05","1","01","01","1","00300","99","9","002600","02","210","0001802",449,"3","1"
"0009232","02","1","01","01","3","01200","99","9","015000","01","210","0001803",414,"3","1"
"0009232","02","1","02","01","3","00500","99","9","006000","00","210","0001803",414,"3","1"
"0009233","03","1","01","01","2","01200","99","9","039000","00","210","0001803",414,"3","1"
"0009234","04","1","01","01","5","00500","99","9","000900","00","210","0001803",414,"3","1"
"0009234","04","1","02","01","1","01000","99","9","008000","00","210","0001803",414,"3","1"
"0009237","02","1","01","01","3","00100","99","9","000300","00","210","0001804",457,"3","1"
"0009238","03","2","03","01","1","01000","99","9","999999","00","210","0001804",457,"3","1"
"0009239","04","1","02","01","1","00330","99","9","004000","00","210","0001804",457,"3","1"
"0009239","04","1","03","01","1","00490","99","9","001600","00","210","0001804",457,"3","1"
"0009239","04","1","03","02","7","00000","99","9","001800","00","210","0001804",457,"3","1"
"0009239","04","1","03","03","5","00290","99","9","000000","00","210","0001804",457,"3","1"
"0009239","04","1","05","01","5","00000","99","9","000250","00","210","0001804",457,"3","1"
"0009243","03","1","02","01","2","00400","99","9","002000","00","210","0001805",473,"3","1"
"0009243","03","1","02","02","7","00550","99","9","009000","00","210","0001805",473,"3","1"
"0009245","05","1","01","01","3","04000","99","9","046500","00","210","0001805",473,"3","1"
"0009246","01","1","01","01","1","02000","85","0","008000","00","210","0001806",537,"3","1"
"0009247","02","1","02","01","1","00200","99","9","001000","00","210","0001806",537,"3","1"
"0009251","03","1","01","01","3","00200","99","9","000300","00","210","0001807",430,"3","1"
"0009252","04","1","01","01","1","00280","99","9","001900","00","210","0001807",430,"3","1"
"0009255","02","1","02","01","3","00100","99","9","000000","00","209","0001808",900,"2","1"
"0009256","03","1","01","01","3","00800","99","9","014000","00","209","0001808",900,"2","1"
"0009256","03","1","02","01","3","00125","99","9","000700","02","209","0001808",900,"2","1"
"0009257","04","1","03","01","3","00000","99","9","002000","01","209","0001808",900,"2","1"
"0009258","05","1","02","01","1","00000","99","9","000000","00","209","0001808",900,"2","1"
"0009260","02","1","03","01","3","00000","99","9","003900","00","209","0001809",1434,"2","1"
"0009261","03","1","01","01","3","00500","99","9","003000","01","209","0001809",1434,"2","1"
"0009268","05","1","01","01","1","00000","99","9","000000","00","211","0001810",130,"4","1"
"0009268","05","1","02","01","1","00800","99","9","003800","00","211","0001810",130,"4","1"
"0009268","05","1","02","02","3","00700","99","9","003500","02","211","0001810",130,"4","1"
"0009270","03","1","03","01","7","00480","99","9","999999","00","210","0001811",428,"3","1"
"0009271","01","1","02","01","3","00520","99","9","009200","02","209","0001812",924,"2","1"
"0009272","02","1","01","01","1","05300","99","9","050000","00","209","0001812",924,"2","1"
"0009272","02","1","01","02","3","01700","99","9","019000","04","209","0001812",924,"2","1"
"0009274","04","1","01","01","1","00400","30","0","001400","00","209","0001812",924,"2","1"
"0009276","01","1","01","01","7","01000","99","9","002700","02","210","0001813",479,"3","1"
"0009278","04","1","01","01","3","00750","99","9","003200","00","210","0001813",479,"3","1"
"0009278","04","1","02","01","3","00250","99","9","000800","00","210","0001813",479,"3","1"
"0009279","05","1","03","01","1","00300","99","9","000300","00","210","0001813",479,"3","1"
"0009279","05","1","03","02","3","00400","99","9","005300","04","210","0001813",479,"3","1"
"0009280","01","1","02","01","3","03000","99","9","006000","06","210","0001814",422,"3","1"
"0009280","01","1","02","02","7","00150","99","9","002000","01","210","0001814",422,"3","1"
"0009281","02","1","02","01","3","00000","99","9","001400","00","210","0001814",422,"3","1"
"0009283","04","1","01","01","3","00048","99","9","999999","00","210","0001814",422,"3","1"
"0009285","02","1","01","01","1","01400","99","9","012000","00","211","0001815",133,"4","1"
"0009285","02","1","01","02","3","00300","99","9","001000","00","211","0001815",133,"4","1"
"0009286","03","1","01","01","1","00800","99","9","002000","00","211","0001815",133,"4","1"
"0009290","02","1","04","01","1","08000","99","9","006000","00","211","0001816",181,"4","1"
"0009291","03","1","01","01","1","00600","99","9","002400","00","211","0001816",181,"4","1"
"0009293","05","1","01","01","1","01000","99","9","003000","00","211","0001816",181,"4","1"
"0009293","05","1","02","01","1","00300","99","9","001500","00","211","0001816",181,"4","1"
"0009295","02","1","02","01","1","01800","99","9","005000","00","210","0001817",442,"3","1"
"0009295","02","1","02","02","2","00400","99","9","002000","00","210","0001817",442,"3","1"
"0009298","05","1","01","01","1","00800","99","9","999999","00","210","0001817",442,"3","1"
"0009300","02","1","01","01","3","00200","99","9","001500","00","210","0001818",436,"3","1"
"0009302","04","1","02","01","3","00974","99","9","005000","00","210","0001818",436,"3","1"
"0009303","05","1","01","01","1","01200","99","9","005200","00","210","0001818",436,"3","1"
"0009303","05","1","02","01","1","00700","99","9","002300","00","210","0001818",436,"3","1"
"0009304","01","1","01","01","1","00230","99","9","999999","00","211","0001819",139,"4","1"
"0009305","02","1","01","01","1","00450","99","9","999999","00","211","0001819",139,"4","1"
"0009305","02","1","01","02","3","00000","99","9","005000","12","211","0001819",139,"4","1"
"0009305","02","1","01","03","2","00000","99","9","009600","12","211","0001819",139,"4","1"
"0009307","04","1","01","01","1","01700","99","9","003000","00","211","0001819",139,"4","1"
"0009307","04","1","02","01","1","99888","99","9","999888","00","211","0001819",139,"4","1"
"0009308","05","1","02","01","1","00112","99","9","000500","00","211","0001819",139,"4","1"
"0009309","01","1","02","01","1","01000","99","9","001500","00","211","0001820",125,"4","1"
"0009310","02","1","01","01","1","02500","33","0","012000","02","211","0001820",125,"4","1"
"0009313","05","1","01","01","1","01000","99","9","004000","00","211","0001820",125,"4","1"
"0009314","02","1","03","01","3","01200","99","9","003000","00","210","0001821",416,"3","1"
"0009314","02","1","04","01","1","02000","99","9","004000","00","210","0001821",416,"3","1"
"0009314","02","1","04","02","3","00200","99","9","000700","00","210","0001821",416,"3","1"
"0009314","02","1","05","01","1","00800","99","9","003000","00","210","0001821",416,"3","1"
"0009323","03","1","01","01","1","00500","99","9","003000","00","211","0001824",116,"4","1"
"0009325","03","1","02","01","1","02900","99","9","023000","00","211","0001825",113,"4","1"
"0009327","01","1","02","01","1","03000","25","0","010000","00","209","0001826",928,"2","1"
"0009327","01","1","02","02","3","01200","25","0","004000","00","209","0001826",928,"2","1"
"0009327","01","1","03","01","1","00000","99","9","001250","00","209","0001826",928,"2","1"
"0009328","02","1","01","01","1","00000","99","9","000800","00","209","0001826",928,"2","1"
"0009328","02","1","01","02","3","00035","99","9","000300","01","209","0001826",928,"2","1"
"0009329","03","1","01","01","2","00620","99","9","002000","00","209","0001826",928,"2","1"
"0009331","05","1","02","01","3","01500","99","9","005000","00","209","0001826",928,"2","1"
"0009333","02","1","01","01","1","01500","99","9","999999","00","210","0001827",486,"3","1"
"0009337","01","1","02","01","1","08000","99","9","050000","00","211","0001828",150,"4","1"
"0009337","01","1","02","02","2","01200","99","9","011000","00","211","0001828",150,"4","1"
"0009337","01","1","03","01","1","00300","99","9","000300","01","211","0001828",150,"4","1"
"0009338","03","1","01","01","3","01300","65","0","018000","00","211","0001828",150,"4","1"
"0009339","04","1","01","01","3","00000","99","9","023000","02","211","0001828",150,"4","1"
"0009339","04","1","02","01","3","00700","99","9","011000","00","211","0001828",150,"4","1"
"0009341","02","1","02","01","1","00000","99","9","012000","12","209","0001829",821,"2","1"
"0009343","04","1","02","01","3","00000","05","0","000000","00","209","0001829",821,"2","1"
"0009344","02","1","01","01","3","00600","99","9","006500","00","210","0001830",363,"3","1"
"0009344","02","1","02","01","3","00300","99","9","001200","00","210","0001830",363,"3","1"
"0009346","04","1","02","01","1","01100","99","9","006000","00","210","0001830",363,"3","1"
"0009350","04","1","01","01","3","00500","99","9","002500","00","209","0001831",936,"2","1"
"0009350","04","1","02","01","3","00700","99","9","005000","00","209","0001831",936,"2","1"
"0009350","04","1","04","01","3","00308","99","9","003400","00","209","0001831",936,"2","1"
"0009352","01","1","01","01","1","00400","99","9","010000","00","211","0001832",189,"4","1"
"0009353","02","1","01","01","1","00600","99","9","003000","00","211","0001832",189,"4","1"
"0009353","02","1","02","01","1","01500","45","0","010000","01","211","0001832",189,"4","1"
"0009355","05","1","01","01","1","01000","99","9","003000","00","211","0001832",189,"4","1"
"0009355","05","1","01","02","5","00700","99","9","003000","00","211","0001832",189,"4","1"
"0009357","03","1","01","01","3","00500","99","9","011000","02","209","0001833",1104,"2","1"
"0009363","02","1","01","01","2","00600","99","9","999999","04","210","0001835",403,"3","1"
"0009363","02","1","02","01","1","00500","99","9","001000","00","210","0001835",403,"3","1"
"0009365","04","1","01","01","3","00500","99","9","004000","00","210","0001835",403,"3","1"
"0009367","01","1","01","01","1","01000","99","9","003000","01","211","0001836",167,"4","1"
"0009369","03","1","01","01","3","00550","99","9","005600","01","211","0001836",167,"4","1"
"0009369","03","1","02","01","1","00600","99","9","003000","00","211","0001836",167,"4","1"
"0009370","04","1","01","01","1","02000","99","9","010000","00","211","0001836",167,"4","1"
"0009370","04","1","01","02","2","00600","99","9","004000","00","211","0001836",167,"4","1"
"0009370","04","1","02","01","1","02000","99","9","008000","00","211","0001836",167,"4","1"
"0009372","02","1","03","01","3","00200","99","9","003000","00","211","0001837",158,"4","1"
"0009374","04","1","01","01","1","01000","99","9","002000","00","211","0001837",158,"4","1"
"0009374","04","1","01","02","2","00450","99","9","004000","00","211","0001837",158,"4","1"
"0009376","01","1","01","01","1","00900","07","0","003000","00","211","0001838",141,"4","1"
"0009378","03","1","01","01","3","01500","99","9","018000","00","211","0001838",141,"4","1"
"0009378","03","1","02","01","3","00350","99","9","001500","00","211","0001838",141,"4","1"
"0009378","03","1","03","01","1","00300","99","9","002000","00","211","0001838",141,"4","1"
"0009379","04","1","02","01","2","05000","99","9","015000","00","211","0001838",141,"4","1"
"0009381","01","1","01","01","3","00001","99","9","001700","00","211","0001839",180,"4","1"
"0009382","02","1","01","01","1","00400","99","9","001300","00","211","0001839",180,"4","1"
"0009383","03","1","02","01","1","01200","04","0","001200","00","211","0001839",180,"4","1"
"0009385","01","1","02","01","1","00800","99","9","005000","00","211","0001840",146,"4","1"
"0009387","04","1","02","01","1","01000","99","9","006500","00","211","0001840",146,"4","1"
"0009389","02","1","01","01","1","04000","99","9","008000","00","211","0001841",137,"4","1"
"0009391","05","1","01","01","1","01000","99","9","009500","00","211","0001841",137,"4","1"
"0009394","03","1","02","01","3","01000","99","9","002000","03","211","0001842",133,"4","1"
"0009394","03","1","03","01","3","00000","99","9","000000","00","211","0001842",133,"4","1"
"0009395","04","1","01","01","3","00500","99","9","001800","00","211","0001842",133,"4","1"
"0009395","04","1","01","02","1","00000","99","9","007000","00","211","0001842",133,"4","1"
"0009395","04","1","01","03","2","01400","99","9","012000","00","211","0001842",133,"4","1"
"0009395","04","1","02","01","3","02000","99","9","999888","03","211","0001842",133,"4","1"
"0009396","05","1","01","01","3","00540","20","0","002700","00","211","0001842",133,"4","1"
"0009396","05","1","02","01","3","00410","99","9","002800","00","211","0001842",133,"4","1"
"0009397","01","1","02","01","1","00000","99","9","000000","00","211","0001843",138,"4","1"
"0009398","02","1","01","01","3","00300","99","9","003500","00","211","0001843",138,"4","1"
"0009399","03","1","01","01","3","00340","99","9","002100","00","211","0001843",138,"4","1"
"0009400","04","1","02","01","1","00500","99","9","003000","00","211","0001843",138,"4","1"
"0009401","05","1","02","01","1","02800","99","9","025000","00","211","0001843",138,"4","1"
"0009402","01","1","03","01","3","09000","99","9","009000","00","211","0001844",146,"4","1"
"0009402","01","1","04","01","3","00000","99","9","007000","12","211","0001844",146,"4","1"
"0009405","04","1","01","01","1","01500","99","9","007600","00","211","0001844",146,"4","1"
"0009405","04","1","01","02","3","00300","99","9","001500","00","211","0001844",146,"4","1"
"0009407","01","1","01","01","3","00250","99","9","003000","00","211","0001845",143,"4","1"
"0009407","01","1","02","01","1","99888","99","9","999888","00","211","0001845",143,"4","1"
"0009407","01","1","02","02","2","99888","99","9","999888","00","211","0001845",143,"4","1"
"0009407","01","1","02","03","3","99888","99","9","999888","00","211","0001845",143,"4","1"
"0009408","02","1","02","01","1","03000","99","9","020000","00","211","0001845",143,"4","1"
"0009409","03","1","01","01","1","00500","42","0","001000","00","211","0001845",143,"4","1"
"0009410","04","1","02","01","1","01000","99","9","018000","00","211","0001845",143,"4","1"
"0009411","05","1","01","01","1","00500","99","9","004400","00","211","0001845",143,"4","1"
"0009411","05","1","01","02","3","00330","99","9","003000","00","211","0001845",143,"4","1"
"0009411","05","1","02","01","3","00470","99","9","006300","00","211","0001845",143,"4","1"
"0009411","05","1","02","02","1","00600","99","9","004600","01","211","0001845",143,"4","1"
"0009411","05","1","03","01","3","00850","99","9","005000","00","211","0001845",143,"4","1"
"0009411","05","1","04","01","3","00350","99","9","002000","06","211","0001845",143,"4","1"
"0009412","02","1","02","01","3","00500","99","9","003000","00","211","0001846",167,"4","1"
"0009412","02","1","02","02","1","01000","99","9","007000","08","211","0001846",167,"4","1"
"0009416","01","1","01","01","1","00700","99","9","005000","00","211","0001847",196,"4","1"
"0009419","04","1","02","01","3","01200","99","9","005000","02","211","0001847",196,"4","1"
"0009420","05","1","02","01","1","02500","99","9","020000","03","211","0001847",196,"4","1"
"0009420","05","1","02","02","2","00000","99","9","010000","00","211","0001847",196,"4","1"
"0009421","01","1","01","01","3","00500","10","0","003500","00","210","0001848",431,"3","1"
"0009423","04","1","01","01","5","00500","99","9","002000","00","210","0001848",431,"3","1"
"0009427","03","1","01","01","3","00208","99","9","001200","00","211","0001849",121,"4","1"
"0009428","04","1","01","01","3","00120","99","9","000734","00","211","0001849",121,"4","1"
"0009428","04","1","02","01","1","01200","99","9","004670","00","211","0001849",121,"4","1"
"0009429","05","1","01","01","3","00700","99","9","009000","00","211","0001849",121,"4","1"
"0009429","05","1","01","02","1","00400","99","9","004000","00","211","0001849",121,"4","1"
"0009430","01","1","01","01","3","02000","99","9","008000","02","211","0001850",142,"4","1"
"0009432","03","1","01","01","1","02500","99","9","008000","00","211","0001850",142,"4","1"
"0009432","03","1","01","02","3","01200","99","9","016000","00","211","0001850",142,"4","1"
"0009433","04","1","01","01","1","00600","40","0","003000","00","211","0001850",142,"4","1"
"0009434","05","1","01","01","1","01200","99","9","006200","00","211","0001850",142,"4","1"
"0009434","05","1","02","01","1","01400","99","9","008000","00","211","0001850",142,"4","1"
"0009435","01","1","01","01","3","00800","99","9","003500","00","209","0001851",705,"2","1"
"0009435","01","1","03","01","3","00300","99","9","001200","00","209","0001851",705,"2","1"
"0009437","03","1","01","01","3","00800","99","9","003400","00","209","0001851",705,"2","1"
"0009445","02","1","02","01","1","00500","99","9","006000","00","211","0001853",141,"4","1"
"0009446","04","1","06","01","3","00200","99","9","006000","12","211","0001853",141,"4","1"
