"FOLIO","VIV_SEL","HOGAR","N_REN","CONSEC","P8_12","P8_13","P8_14_1","P8_14_2","P8_15","P8_16","EDIS","UPM_DIS","FACTOR","ESTRATO","TLOC"
"0014878","01","1","02","01","7","01300","99","9","012000","01","345","0002844",2683,"3","1"
"0014880","03","1","01","01","7","01500","99","9","020000","00","345","0002845",3353,"3","1"
"0014881","02","1","01","01","3","01000","99","9","004000","01","344","0002846",3366,"2","1"
"0014884","05","1","03","01","3","00500","99","9","001000","00","344","0002846",3366,"2","1"
"0014884","05","1","04","01","3","00450","99","9","001200","02","344","0002846",3366,"2","1"
"0014885","02","1","02","01","3","01000","99","9","001000","00","345","0002847",3386,"3","1"
"0014886","04","1","01","01","3","01000","36","0","001000","00","345","0002847",3386,"3","1"
"0014886","04","1","02","01","3","00750","99","9","006000","00","345","0002847",3386,"3","1"
"0014887","03","1","01","01","7","01200","99","9","004000","03","346","0002848",1925,"4","1"
"0014888","05","1","02","01","7","00570","99","9","000920","00","346","0002848",1925,"4","1"
"0014891","03","1","03","01","3","00500","99","9","008000","00","344","0002849",3595,"2","1"
"0014892","04","1","01","01","3","01125","99","9","008000","00","344","0002849",3595,"2","1"
"0014895","04","1","02","01","3","00180","99","9","001200","01","346","0002850",1674,"4","1"
"0014896","02","1","02","01","3","00900","42","0","030000","00","345","0002851",3571,"3","1"
"0014896","02","1","02","02","7","01000","99","9","003000","00","345","0002851",3571,"3","1"
"0014896","02","1","02","03","7","00000","99","9","000000","00","345","0002851",3571,"3","1"
"0014896","02","1","02","04","7","00000","99","9","000000","00","345","0002851",3571,"3","1"
"0014901","02","1","02","01","3","03500","99","9","003500","03","344","0002852",2867,"2","1"
"0014901","02","1","03","01","7","00650","99","9","006000","01","344","0002852",2867,"2","1"
"0014902","03","1","02","01","7","00250","99","9","004000","00","344","0002852",2867,"2","1"
"0014903","04","1","01","01","3","00500","99","9","003000","00","344","0002852",2867,"2","1"
"0014905","01","1","01","01","3","01800","99","9","002500","00","344","0002853",3521,"2","1"
"0014905","01","1","02","01","7","01000","99","9","002357","01","344","0002853",3521,"2","1"
"0014907","04","1","02","01","3","00800","99","9","004600","00","344","0002853",3521,"2","1"
"0014908","05","1","01","01","3","00200","99","9","000700","00","344","0002853",3521,"2","1"
"0014908","05","1","02","01","3","00150","99","9","000600","00","344","0002853",3521,"2","1"
"0014910","05","1","02","01","7","02400","51","0","020000","00","345","0002854",3316,"3","1"
"0014911","01","1","01","01","3","00350","99","9","001900","00","344","0002855",3256,"2","1"
"0014913","03","1","01","01","3","00600","10","0","008000","01","344","0002855",3256,"2","1"
"0014919","04","1","01","01","7","00000","99","9","029000","02","346","0002857",1525,"4","1"
"0014919","04","1","02","01","7","00900","99","9","010000","03","346","0002857",1525,"4","1"
"0014920","01","1","01","01","7","00800","99","9","999999","00","339","0002858",1966,"3","1"
"0014921","02","1","01","01","3","00380","99","9","005000","01","339","0002858",1966,"3","1"
"0014922","04","1","02","01","3","00200","99","9","002000","02","339","0002858",1966,"3","1"
"0014924","02","2","02","01","3","00616","99","9","003000","00","338","0002859",2554,"2","1"
"0014927","05","1","02","01","7","01000","99","9","010000","00","338","0002859",2554,"2","1"
"0014931","04","1","03","01","3","01000","99","9","001200","00","340","0002861",1584,"4","1"
"0014934","03","1","01","01","3","00000","99","9","002000","09","338","0002862",3000,"2","1"
"0014935","05","1","01","01","3","00000","99","9","000600","04","338","0002862",3000,"2","1"
"0014939","04","1","02","01","3","00900","99","9","006000","01","338","0002865",3364,"2","1"
"0014944","01","1","01","01","3","02000","99","9","002000","12","338","0002867",3219,"2","1"
"0014945","03","1","01","01","3","01200","00","2","012000","00","338","0002867",3219,"2","1"
"0014945","03","1","02","01","3","01600","99","9","015000","00","338","0002867",3219,"2","1"
"0014945","03","1","03","01","3","01500","99","9","008000","00","338","0002867",3219,"2","1"
"0014947","01","1","02","01","3","00110","99","9","000800","00","338","0002868",3705,"2","1"
"0014953","03","1","01","01","3","00300","99","9","002000","00","338","0002870",3045,"2","1"
"0014954","04","1","01","01","3","00200","99","9","001600","02","338","0002870",3045,"2","1"
"0014954","04","1","02","01","3","00820","99","9","006000","00","338","0002870",3045,"2","1"
"0014958","04","1","01","01","3","02500","99","9","999999","03","340","0002871",1249,"4","1"
"0014958","04","1","02","01","3","00300","99","9","001200","02","340","0002871",1249,"4","1"
"0014962","03","1","02","01","3","01500","99","9","001800","00","338","0002872",3366,"2","1"
"0014964","05","1","01","01","3","01000","99","9","003000","00","338","0002872",3366,"2","1"
"0014965","01","1","01","01","3","00500","99","9","003500","99","339","0002873",2061,"3","1"
"0014975","04","1","01","01","3","00000","99","9","010000","12","339","0002875",2108,"3","1"
"0014987","05","1","02","01","3","00450","99","9","003500","00","340","0002879",1293,"4","1"
"0014992","01","1","02","01","3","00000","99","9","999999","01","338","0002881",2869,"2","1"
"0014994","03","1","01","01","3","00200","99","9","002900","00","338","0002881",2869,"2","1"
"0014994","03","1","02","01","3","01600","99","9","007000","00","338","0002881",2869,"2","1"
"0015001","02","1","02","01","3","00720","99","9","005300","00","338","0002883",2659,"1","1"
"0015002","04","1","02","01","3","01400","99","9","999999","00","338","0002883",2659,"1","1"
"0015004","02","1","02","01","3","02300","99","9","015000","02","338","0002884",2898,"2","1"
"0015004","02","1","02","02","7","00900","99","9","004000","01","338","0002884",2898,"2","1"
"0015004","02","1","02","03","9","00184","99","9","003000","01","338","0002884",2898,"2","1"
"0015007","02","1","03","01","7","00650","99","9","018000","01","336","0002886",946,"4","1"
"0015009","04","1","01","01","9","01000","99","9","014000","00","336","0002886",946,"4","1"
"0015009","04","1","01","02","1","00300","99","9","003500","00","336","0002886",946,"4","1"
"0015011","03","1","01","01","1","01800","99","9","010000","00","336","0002887",882,"4","1"
"0015015","04","1","03","01","3","00000","99","9","999999","12","335","0002888",1864,"3","1"
"0015017","01","1","02","01","3","00150","99","9","002000","00","334","0002889",2692,"2","1"
"0015018","02","1","04","01","3","00000","99","9","000400","02","334","0002889",2692,"2","1"
"0015021","01","1","03","01","1","00800","99","9","004000","00","335","0002890",2039,"3","1"
"0015026","01","1","01","01","3","00300","99","9","002000","00","334","0002891",3194,"2","1"
"0015028","05","1","01","01","3","01795","99","9","010000","00","334","0002891",3194,"2","1"
"0015029","01","1","02","01","1","01000","99","9","006000","00","334","0002892",2740,"2","1"
"0015033","01","1","01","01","1","02000","99","9","999999","00","334","0002893",3071,"2","1"
"0015035","04","1","02","01","7","00329","99","9","000900","00","334","0002893",3071,"2","1"
"0015035","04","1","02","02","7","00300","99","9","002000","00","334","0002893",3071,"2","1"
"0015035","04","1","04","01","3","00000","99","9","001000","00","334","0002893",3071,"2","1"
"0015036","05","1","03","01","3","00500","99","9","005000","00","334","0002893",3071,"2","1"
"0015047","02","1","01","01","7","01080","99","9","999999","00","347","0002897",3180,"2","1"
"0015048","03","1","02","01","3","00250","99","9","000350","03","347","0002897",3180,"2","1"
"0015052","05","1","01","01","7","00700","99","9","003000","00","349","0002898",1307,"4","1"
"0015052","05","1","01","02","1","02000","99","9","011000","00","349","0002898",1307,"4","1"
"0015053","01","1","02","01","3","02000","04","0","030000","00","348","0002899",1802,"3","1"
"0015066","01","1","01","01","7","00700","99","9","013000","03","348","0002903",1815,"3","1"
"0015066","01","1","01","02","3","01000","99","9","018000","02","348","0002903",1815,"3","1"
"0015066","01","1","03","01","3","00200","99","9","006000","00","348","0002903",1815,"3","1"
"0015077","01","1","01","01","3","00500","99","9","004200","00","348","0002906",1989,"3","1"
"0015078","02","1","03","01","9","00650","99","9","008000","00","348","0002906",1989,"3","1"
"0015081","05","1","03","01","3","01300","99","9","005000","00","348","0002906",1989,"3","1"
"0015084","03","1","02","01","3","00900","99","9","013994","00","349","0002907",1112,"4","1"
"0015084","03","1","03","01","3","00300","99","9","001400","01","349","0002907",1112,"4","1"
"0015085","05","1","01","01","3","00075","99","9","000970","00","349","0002907",1112,"4","1"
"0015085","05","1","02","01","3","00800","99","9","008000","00","349","0002907",1112,"4","1"
"0015085","05","1","03","01","3","00120","99","9","000500","05","349","0002907",1112,"4","1"
"0015087","02","1","01","01","3","00500","99","9","001500","00","347","0002908",2848,"2","1"
"0015089","04","1","01","01","3","00900","99","9","008000","00","347","0002908",2848,"2","1"
"0015089","04","1","02","01","3","01000","99","9","007000","00","347","0002908",2848,"2","1"
"0015089","04","1","03","01","7","00600","99","9","006000","00","347","0002908",2848,"2","1"
"0015090","05","1","01","01","3","01000","99","9","009000","00","347","0002908",2848,"2","1"
"0015092","02","1","02","01","3","00000","06","0","000950","01","349","0002909",1299,"4","1"
"0015097","03","1","01","01","1","00550","99","9","001200","01","337","0002910",1093,"3","2"
"0015099","05","1","01","01","3","01100","41","0","005100","00","337","0002910",1093,"3","2"
"0015099","05","1","01","02","2","00370","99","9","004700","00","337","0002910",1093,"3","2"
"0015099","05","1","01","03","1","00780","99","9","003000","00","337","0002910",1093,"3","2"
"0015099","05","1","02","01","1","01500","04","8","004000","00","337","0002910",1093,"3","2"
"0015100","01","1","01","01","3","00500","99","9","003000","00","337","0002911",1298,"2","2"
"0015100","01","1","02","01","3","01000","99","9","002300","06","337","0002911",1298,"2","2"
"0015103","05","1","01","01","1","03800","99","9","023000","00","337","0002911",1298,"2","2"
"0015104","01","1","02","01","3","00800","99","9","999999","05","337","0002912",1285,"4","2"
"0015106","03","1","01","01","1","99999","99","9","999888","00","337","0002912",1285,"4","2"
"0015108","05","1","03","01","3","00600","99","9","004000","01","337","0002912",1285,"4","2"
"0015110","03","1","01","01","7","00800","99","9","018500","00","350","0002913",1642,"3","2"
"0015113","06","1","03","01","3","00700","99","9","006000","02","350","0002913",1642,"3","2"
"0015115","09","1","02","01","3","00000","99","9","003000","05","350","0002913",1642,"3","2"
"0015122","16","1","01","01","1","00800","99","9","999999","00","350","0002913",1642,"3","2"
"0015122","16","1","02","01","1","00700","99","9","004000","00","350","0002913",1642,"3","2"
"0015122","16","1","02","02","1","00500","99","9","004000","00","350","0002913",1642,"3","2"
"0015127","03","1","01","01","3","02300","99","9","030000","00","350","0002914",1669,"2","2"
"0015127","03","1","02","01","3","01200","99","9","018000","00","350","0002914",1669,"2","2"
"0015130","07","1","02","01","3","00500","99","9","005000","00","350","0002914",1669,"2","2"
"0015135","12","1","01","01","3","00320","99","9","002700","00","350","0002914",1669,"2","2"
"0015136","13","1","01","01","3","00507","99","9","015000","00","350","0002914",1669,"2","2"
"0015141","19","1","01","01","3","01050","99","9","010000","00","350","0002914",1669,"2","2"
"0015142","20","1","02","01","7","00920","99","9","006000","00","350","0002914",1669,"2","2"
"0015143","01","1","01","01","3","01000","99","9","015000","00","350","0002915",1841,"2","2"
"0015146","04","1","02","01","3","00215","99","9","002500","02","350","0002915",1841,"2","2"
"0015148","07","1","02","01","3","00700","99","9","004000","00","350","0002915",1841,"2","2"
"0015149","08","1","03","01","3","99999","99","9","001000","99","350","0002915",1841,"2","2"
"0015150","09","1","05","01","3","00800","99","9","007000","00","350","0002915",1841,"2","2"
"0015151","10","1","05","01","3","01000","99","9","007000","03","350","0002915",1841,"2","2"
"0015155","16","1","01","01","3","02700","99","9","027000","02","350","0002915",1841,"2","2"
"0015157","19","1","01","01","3","00160","99","9","000800","00","350","0002915",1841,"2","2"
"0015161","03","1","01","01","3","00600","99","9","999999","00","350","0002916",3330,"2","3"
"0015164","06","1","01","01","3","00300","99","9","002000","00","350","0002916",3330,"2","3"
"0015164","06","1","02","01","3","01000","99","9","007000","00","350","0002916",3330,"2","3"
"0015166","08","1","02","01","3","00800","99","9","002500","00","350","0002916",3330,"2","3"
"0015176","01","1","02","01","3","00100","99","9","000560","00","351","0002917",1988,"1","4"
"0015177","02","1","01","01","3","00650","99","9","005400","00","351","0002917",1988,"1","4"
"0015180","05","1","01","01","7","00892","99","9","008500","00","351","0002917",1988,"1","4"
"0015181","06","1","02","01","9","00380","99","9","001400","00","351","0002917",1988,"1","4"
"0015182","07","1","01","01","7","01000","99","9","020000","00","351","0002917",1988,"1","4"
"0015182","07","1","02","01","7","02000","99","9","023000","00","351","0002917",1988,"1","4"
"0015184","09","1","02","01","3","02000","99","9","011000","01","351","0002917",1988,"1","4"
"0015184","09","1","03","01","3","00000","99","9","004000","01","351","0002917",1988,"1","4"
"0015184","09","1","05","01","3","00200","08","0","001200","01","351","0002917",1988,"1","4"
"0015185","10","1","01","01","3","00900","99","9","999999","00","351","0002917",1988,"1","4"
"0015187","12","1","02","01","3","02000","99","9","008000","02","351","0002917",1988,"1","4"
"0015187","12","1","03","01","3","00300","99","9","999999","00","351","0002917",1988,"1","4"
"0015189","15","1","03","01","3","00000","99","9","000800","00","351","0002917",1988,"1","4"
"0015193","20","1","01","01","7","01000","99","9","005700","01","351","0002917",1988,"1","4"
"0015194","01","1","01","01","3","00150","99","9","000300","00","351","0002918",1758,"2","4"
"0015198","06","1","03","01","7","00200","10","0","001700","01","351","0002918",1758,"2","4"
"0015200","08","1","01","01","3","00230","99","9","000800","00","351","0002918",1758,"2","4"
"0015203","12","1","01","01","3","00650","30","0","004100","00","351","0002918",1758,"2","4"
"0015203","12","1","02","01","3","00860","99","9","007400","02","351","0002918",1758,"2","4"
"0015203","12","1","03","01","3","00320","99","9","003200","00","351","0002918",1758,"2","4"
"0015205","14","1","02","01","3","00160","25","0","001200","00","351","0002918",1758,"2","4"
"0015206","15","1","01","01","3","00350","99","9","002400","02","351","0002918",1758,"2","4"
"0015207","16","1","02","01","3","00940","99","9","007000","00","351","0002918",1758,"2","4"
"0015208","17","1","01","01","3","01000","99","9","004000","00","351","0002918",1758,"2","4"
"0015210","19","1","01","01","3","01500","15","0","014500","00","351","0002918",1758,"2","4"
"0015210","19","1","02","01","3","00400","99","9","001800","00","351","0002918",1758,"2","4"
"0015211","20","1","03","01","3","00800","17","0","008000","00","351","0002918",1758,"2","4"
"0015215","04","1","01","01","3","04000","99","9","024000","00","351","0002919",1987,"1","4"
"0015219","08","1","01","01","3","01300","99","9","012000","00","351","0002919",1987,"1","4"
"0015220","09","1","03","01","3","00208","99","9","001700","02","351","0002919",1987,"1","4"
"0015221","10","1","01","01","3","01000","99","9","010000","01","351","0002919",1987,"1","4"
"0015227","17","1","02","01","3","00370","15","0","000800","00","351","0002919",1987,"1","4"
"0015228","18","1","02","01","3","00300","99","9","000600","00","351","0002919",1987,"1","4"
"0015231","04","1","02","01","3","00300","99","9","002000","00","351","0002920",1235,"1","4"
"0015232","05","1","01","01","7","00300","99","9","007000","00","351","0002920",1235,"1","4"
"0015246","05","1","03","01","7","01000","50","0","005500","00","352","0002921",734,"2","2"
"0015251","05","1","02","01","7","00000","99","9","001300","00","353","0002923",422,"3","2"
"0015251","05","1","02","02","3","00700","99","9","000700","00","353","0002923",422,"3","2"
"0015253","04","1","02","01","3","00250","99","9","002000","00","353","0002924",412,"3","2"
"0015256","04","1","03","01","1","00127","99","9","999999","02","353","0002925",433,"3","2"
"0015259","02","1","02","01","3","01000","10","0","002000","00","352","0002926",956,"2","2"
"0015264","03","1","01","01","3","00800","99","9","005000","00","353","0002927",352,"3","2"
"0015266","01","1","01","01","3","02000","99","9","003600","03","354","0002928",111,"4","2"
"0015269","02","1","02","01","3","01200","99","9","005000","00","354","0002929",169,"4","2"
"0015270","04","1","02","01","7","00380","10","0","001000","00","354","0002929",169,"4","2"
"0015272","01","1","04","01","3","02000","99","9","004000","01","354","0002930",107,"4","2"
"0015274","02","1","01","01","3","00300","99","9","999999","03","359","0002931",793,"2","2"
"0015275","03","1","01","01","7","00500","35","0","004500","00","359","0002931",793,"2","2"
"0015275","03","1","01","02","3","00150","35","0","000400","00","359","0002931",793,"2","2"
"0015283","12","1","03","01","3","00800","99","9","001500","00","359","0002931",793,"2","2"
"0015284","13","1","02","01","3","00350","99","9","003000","00","359","0002931",793,"2","2"
"0015286","17","1","02","01","3","99999","99","9","002000","02","359","0002931",793,"2","2"
"0015288","19","1","02","01","3","99999","20","0","005000","06","359","0002931",793,"2","2"
"0015291","02","1","01","01","3","01000","99","9","006000","00","352","0002932",634,"2","2"
"0015292","03","1","01","01","1","30000","99","9","030000","00","352","0002932",634,"2","2"
"0015294","03","1","02","01","3","00250","99","9","008000","02","353","0002933",468,"3","2"
"0015296","03","1","02","01","3","01000","99","9","013000","00","352","0002934",1072,"2","2"
"0015300","03","1","02","01","1","00000","99","9","000000","00","353","0002935",357,"3","2"
"0015304","01","1","04","01","3","00250","99","9","002000","03","353","0002937",419,"3","2"
"0015309","03","1","02","01","3","00800","99","9","007000","00","352","0002938",1156,"2","2"
"0015313","05","1","01","01","3","00850","99","9","008000","02","352","0002939",994,"2","2"
"0015313","05","1","03","01","3","01000","20","0","003000","01","352","0002939",994,"2","2"
"0015316","04","1","02","01","3","00000","99","9","005000","00","359","0002940",835,"2","2"
"0015321","10","1","02","01","3","00249","99","9","002430","00","359","0002940",835,"2","2"
"0015321","10","1","02","02","7","00240","03","0","000410","00","359","0002940",835,"2","2"
"0015323","12","1","01","01","3","01100","99","9","008000","00","359","0002940",835,"2","2"
"0015328","05","1","01","01","3","00000","99","9","005000","03","352","0002941",1141,"2","2"
"0015331","05","1","03","01","3","00100","99","9","001500","00","352","0002942",816,"2","2"
"0015335","02","1","01","01","3","01370","99","9","006000","00","352","0002944",1008,"2","2"
"0015339","02","1","02","01","3","01500","99","9","003500","00","352","0002945",968,"2","2"
"0015341","04","1","01","01","3","01000","10","0","003700","00","352","0002945",968,"2","2"
"0015342","05","1","01","01","1","00850","52","0","002000","00","352","0002945",968,"2","2"
"0015354","02","1","02","01","3","00230","99","9","002100","00","352","0002949",1196,"2","2"
"0015354","02","1","03","01","3","00850","99","9","003200","01","352","0002949",1196,"2","2"
"0015356","04","1","08","01","3","00500","99","9","001200","03","352","0002949",1196,"2","2"
"0015368","04","1","01","01","1","00000","99","9","001000","12","354","0002953",153,"4","2"
"0015373","05","1","02","01","3","00180","99","9","000800","02","354","0002954",130,"4","2"
"0015374","01","1","01","01","1","00254","99","9","000256","00","354","0002955",220,"4","2"
"0015375","02","1","01","01","7","00470","99","9","003500","00","354","0002955",220,"4","2"
"0015375","02","1","01","02","3","00855","99","9","001700","01","354","0002955",220,"4","2"
"0015378","03","1","01","01","3","00200","99","9","003000","03","354","0002957",143,"4","2"
"0015380","05","1","03","01","3","00300","99","9","001000","03","354","0002957",143,"4","2"
"0015390","01","1","01","01","1","00500","99","9","001600","00","354","0002961",130,"4","2"
"0015392","04","1","02","01","1","00550","99","9","999999","00","354","0002961",130,"4","2"
"0015393","05","1","01","01","1","00600","99","9","002400","00","354","0002961",130,"4","2"
"0015393","05","1","02","01","3","02000","99","9","005000","00","354","0002961",130,"4","2"
"0015394","01","1","02","01","7","00600","99","9","005000","00","354","0002962",222,"4","2"
"0015394","01","1","02","02","5","00300","99","9","000900","00","354","0002962",222,"4","2"
"0015402","02","1","03","01","3","00350","99","9","000840","00","352","0002965",1038,"2","2"
"0015407","03","1","03","01","3","00200","60","0","003500","02","352","0002966",1004,"2","2"
"0015408","04","1","01","01","3","00700","99","9","999999","02","352","0002966",1004,"2","2"
"0015409","05","1","04","01","1","01000","99","9","004000","00","352","0002966",1004,"2","2"
"0015418","01","1","01","01","3","00300","99","9","002900","00","356","0002969",351,"3","3"
"0015418","01","1","02","01","3","00570","99","9","005400","00","356","0002969",351,"3","3"
"0015419","02","1","02","01","7","00600","99","9","002501","02","356","0002969",351,"3","3"
"0015425","04","1","01","01","3","01800","99","9","004000","00","355","0002970",1015,"2","3"
"0015432","06","1","01","01","3","00375","99","9","000500","00","361","0002971",626,"2","3"
"0015432","06","1","02","01","3","00800","08","0","006000","00","361","0002971",626,"2","3"
"0015433","07","1","01","01","3","00730","99","9","005000","00","361","0002971",626,"2","3"
"0015434","08","2","01","01","3","01200","99","9","000300","00","361","0002971",626,"2","3"
"0015440","15","1","02","01","3","00600","99","9","003000","00","361","0002971",626,"2","3"
"0015440","15","1","04","01","5","00500","99","9","000800","99","361","0002971",626,"2","3"
"0015442","18","1","02","01","9","01600","99","9","006200","11","361","0002971",626,"2","3"
"0015445","02","1","03","01","7","01000","10","0","008000","02","361","0002972",600,"2","3"
"0015458","16","1","02","01","3","00560","99","9","002000","00","361","0002972",600,"2","3"
"0015458","16","1","03","01","3","00520","12","0","006000","01","361","0002972",600,"2","3"
"0015460","18","1","05","01","3","00350","99","9","000800","00","361","0002972",600,"2","3"
"0015465","03","1","02","01","3","00700","99","9","005000","00","360","0002973",512,"2","3"
"0015466","04","1","03","01","3","99999","99","9","999999","06","360","0002973",512,"2","3"
"0015467","06","1","02","01","3","00000","99","9","001000","03","360","0002973",512,"2","3"
"0015469","08","1","03","01","3","00000","05","0","000700","00","360","0002973",512,"2","3"
"0015474","14","1","03","01","3","00000","99","9","999999","03","360","0002973",512,"2","3"
"0015474","14","1","04","01","3","00400","99","9","002000","00","360","0002973",512,"2","3"
"0015474","14","1","04","02","7","00200","99","9","001000","00","360","0002973",512,"2","3"
"0015474","14","1","06","01","3","00199","99","9","000500","00","360","0002973",512,"2","3"
"0015475","15","1","01","01","3","01000","99","9","002500","08","360","0002973",512,"2","3"
"0015481","01","1","02","01","3","00800","99","9","016000","00","356","0002974",431,"3","3"
"0015485","05","1","01","01","1","00500","12","0","003000","00","356","0002974",431,"3","3"
"0015489","05","1","01","01","3","00000","99","9","002000","08","356","0002975",481,"3","3"
"0015490","01","1","01","01","1","00300","99","9","001500","00","356","0002976",416,"3","3"
"0015492","03","1","02","01","7","00600","99","9","002000","00","356","0002976",416,"3","3"
"0015493","04","1","03","01","3","02000","99","9","006000","01","356","0002976",416,"3","3"
"0015494","05","1","01","01","3","00400","99","9","003000","01","356","0002976",416,"3","3"
"0015494","05","1","02","01","3","00700","05","0","003000","01","356","0002976",416,"3","3"
"0015495","02","1","03","01","3","00000","99","9","005000","12","356","0002977",466,"3","3"
"0015496","03","1","04","01","3","00300","99","9","002000","02","356","0002977",466,"3","3"
"0015498","05","1","01","01","3","00800","60","0","008600","03","356","0002977",466,"3","3"
"0015498","05","1","01","02","7","00400","50","0","002000","00","356","0002977",466,"3","3"
"0015501","04","1","04","01","1","00600","99","9","002000","01","355","0002978",967,"2","3"
"0015506","04","1","03","01","5","00500","72","0","001635","00","355","0002979",1054,"2","3"
"0015507","05","1","03","01","3","00300","99","9","001500","00","355","0002979",1054,"2","3"
"0015511","01","1","03","01","3","00000","99","9","015000","05","355","0002981",1320,"2","3"
"0015515","05","1","02","01","3","02000","03","0","018000","00","355","0002981",1320,"2","3"
"0015515","05","1","03","01","3","00600","99","9","004500","00","355","0002981",1320,"2","3"
"0015525","02","1","02","01","3","01200","36","0","008000","03","357","0002986",284,"4","3"
"0015525","02","1","02","02","1","00400","99","9","003300","01","357","0002986",284,"4","3"
"0015527","02","1","01","01","1","99999","99","9","002600","00","357","0002987",271,"4","3"
"0015527","02","1","02","01","3","01000","99","9","004000","00","357","0002987",271,"4","3"
"0015530","02","1","02","01","3","00351","99","9","002300","00","357","0002988",188,"4","3"
"0015536","04","1","03","01","1","00203","99","9","000203","00","357","0002989",223,"4","3"
"0015537","05","1","01","01","3","00800","03","0","001100","00","357","0002989",223,"4","3"
"0015537","05","1","02","01","3","00530","99","9","001200","00","357","0002989",223,"4","3"
"0015538","01","1","01","01","3","00000","99","9","000000","00","357","0002990",173,"4","3"
"0015541","02","1","01","01","9","02000","78","0","007000","00","357","0002991",214,"4","3"
"0015541","02","1","01","02","7","02000","65","0","005000","00","357","0002991",214,"4","3"
"0015542","03","1","02","01","1","01400","99","9","008000","00","357","0002991",214,"4","3"
"0015543","02","1","02","01","1","01200","99","9","005000","00","357","0002992",248,"4","3"
"0015552","05","1","02","01","3","01000","99","9","002400","00","355","0002995",1096,"2","3"
"0015557","05","1","01","01","3","00800","99","9","012000","03","355","0002997",932,"2","3"
"0015557","05","1","04","01","3","00500","99","9","002000","00","355","0002997",932,"2","3"
"0015559","03","1","03","01","1","00620","99","9","005000","00","357","0002998",193,"4","3"
"0015559","03","1","03","02","3","00500","99","9","004000","02","357","0002998",193,"4","3"
"0015561","02","1","02","01","3","00100","15","0","000500","00","360","0002999",689,"2","3"
"0015562","03","1","01","01","3","00700","13","0","006000","01","360","0002999",689,"2","3"
"0015562","03","1","02","01","3","00600","99","9","002300","08","360","0002999",689,"2","3"
"0015563","04","1","02","01","1","00171","99","9","000600","00","360","0002999",689,"2","3"
"0015571","13","1","01","01","3","00150","99","9","000158","00","360","0002999",689,"2","3"
"0015571","13","1","02","01","3","00150","10","0","000600","00","360","0002999",689,"2","3"
"0015574","16","1","01","01","9","01300","99","9","001300","00","360","0002999",689,"2","3"
"0015574","16","1","02","01","9","00700","15","0","009000","07","360","0002999",689,"2","3"
"0015574","16","1","02","02","7","00300","15","0","002000","02","360","0002999",689,"2","3"
"0015587","05","1","04","01","7","00440","99","9","008000","00","360","0003001",607,"1","3"
"0015588","07","1","02","01","1","02500","99","9","002500","00","360","0003001",607,"1","3"
"0015594","15","1","01","01","3","00620","99","9","003000","00","360","0003001",607,"1","3"
"0015596","18","1","02","01","3","00880","99","9","001600","00","360","0003001",607,"1","3"
"0015597","19","1","01","01","7","00800","99","9","003000","00","360","0003001",607,"1","3"
"0015608","02","1","02","01","3","00300","99","9","005000","00","355","0003004",556,"2","3"
"0015614","05","1","01","01","3","01300","99","9","008000","01","355","0003005",958,"2","3"
"0015614","05","1","02","01","3","00300","99","9","002500","03","355","0003005",958,"2","3"
"0015616","02","1","02","01","1","00400","99","9","001000","00","357","0003006",178,"4","3"
"0015621","03","1","01","01","3","00850","99","9","003000","01","355","0003007",1128,"2","3"
"0015622","04","1","02","01","3","01900","99","9","015000","00","355","0003007",1128,"2","3"
"0015624","01","1","01","01","3","00551","99","9","002500","01","355","0003008",1052,"2","3"
"0015624","01","1","01","02","7","00880","99","9","001800","00","355","0003008",1052,"2","3"
"0015629","01","1","02","01","3","00600","99","9","001800","00","356","0003010",320,"3","3"
"0015638","02","1","01","01","3","00300","99","9","000700","00","356","0003012",397,"3","3"
"0015638","02","1","02","01","3","00350","99","9","001500","00","356","0003012",397,"3","3"
"0015641","03","1","01","01","1","00700","22","0","003600","04","355","0003013",984,"2","3"
"0015642","05","1","04","01","1","00500","04","2","002500","00","355","0003013",984,"2","3"
"0015644","01","1","04","01","3","02000","99","9","004000","00","355","0003015",1008,"2","3"
"0015663","05","1","02","01","7","00300","99","9","001300","03","358","0003019",945,"2","4"
"0015663","05","1","02","02","3","00060","99","9","000250","00","358","0003019",945,"2","4"
"0015663","05","1","03","01","1","00700","99","9","002800","00","358","0003019",945,"2","4"
"0015666","05","1","01","01","1","01800","99","9","010000","00","358","0003020",1168,"2","4"
"0015666","05","1","01","02","3","00600","99","9","004000","00","358","0003020",1168,"2","4"
"0015666","05","1","02","01","1","01000","99","9","001000","00","358","0003020",1168,"2","4"
"0015669","01","1","03","01","3","00500","99","9","003000","02","362","0003022",953,"2","4"
"0015671","04","1","01","01","3","00383","99","9","001700","01","362","0003022",953,"2","4"
"0015671","04","1","03","01","3","00100","99","9","001000","00","362","0003022",953,"2","4"
"0015680","18","1","01","01","3","00320","60","0","002200","00","362","0003022",953,"2","4"
"0015685","03","1","02","01","3","00500","99","9","002000","01","362","0003023",910,"2","4"
"0015686","05","1","02","01","3","00350","06","0","003800","00","362","0003023",910,"2","4"
"0015686","05","1","02","02","7","00500","06","0","002000","00","362","0003023",910,"2","4"
"0015687","07","1","02","01","3","00000","99","9","004000","06","362","0003023",910,"2","4"
"0015690","10","1","01","01","3","00034","99","9","000376","00","362","0003023",910,"2","4"
"0015691","11","1","01","01","3","01800","99","9","020000","00","362","0003023",910,"2","4"
"0015695","15","1","02","01","3","00120","99","9","000900","00","362","0003023",910,"2","4"
