"FOLIO","VIV_SEL","HOGAR","N_INF","P2_9","P2_10","EDIS","UPM_DIS","FAC_HOG","ESTRATO","TLOC"
"0016395","02","1","01","","02","388","0003155",1479,"2","1"
"0016396","03","1","01","","01","388","0003155",1479,"2","1"
"0016397","04","1","02","","02","388","0003155",1479,"2","1"
"0016398","05","1","01","","01","388","0003155",1479,"2","1"
"0016399","02","1","01","","01","388","0003156",1394,"2","1"
"0016400","03","1","01","","01","388","0003156",1394,"2","1"
"0016401","04","1","01","","01","388","0003156",1394,"2","1"
"0016402","05","1","02","","01","388","0003156",1394,"2","1"
"0016403","01","1","01","","01","389","0003157",990,"3","1"
"0016404","03","1","01","","01","389","0003157",990,"3","1"
"0016405","04","1","01","","01","389","0003157",990,"3","1"
"0016406","05","1","01","","01","389","0003157",990,"3","1"
"0016407","01","1","02","1","02","388","0003158",1701,"2","1"
"0016407","01","2","01","2","","388","0003158",1701,"2","1"
"0016408","02","1","01","","01","388","0003158",1701,"2","1"
"0016409","03","1","02","","01","388","0003158",1701,"2","1"
"0016410","04","1","01","","01","388","0003158",1701,"2","1"
"0016411","01","1","01","1","01","388","0003159",1642,"2","1"
"0016411","01","2","01","2","","388","0003159",1642,"2","1"
"0016412","03","1","02","","02","388","0003159",1642,"2","1"
"0016413","04","1","02","","02","388","0003159",1642,"2","1"
"0016414","01","1","02","","02","389","0003160",963,"3","1"
"0016415","02","1","01","","01","389","0003160",963,"3","1"
"0016416","03","1","01","1","01","389","0003160",963,"3","1"
"0016416","03","2","01","2","","389","0003160",963,"3","1"
"0016416","03","3","01","2","","389","0003160",963,"3","1"
"0016417","04","1","01","","01","389","0003160",963,"3","1"
"0016418","05","1","01","","01","389","0003160",963,"3","1"
"0016419","02","1","01","","02","389","0003161",994,"3","1"
"0016420","03","1","03","","01","389","0003161",994,"3","1"
"0016421","04","1","02","","01","389","0003161",994,"3","1"
"0016422","05","1","02","","02","389","0003161",994,"3","1"
"0016423","01","1","01","","01","390","0003162",531,"4","1"
"0016424","02","1","02","","02","390","0003162",531,"4","1"
"0016425","03","1","02","","01","390","0003162",531,"4","1"
"0016426","05","1","01","","01","390","0003162",531,"4","1"
"0016427","01","1","01","","01","390","0003163",584,"4","1"
"0016428","05","1","03","","01","390","0003163",584,"4","1"
"0016429","02","1","01","","01","389","0003164",962,"3","1"
"0016430","04","1","01","","02","389","0003164",962,"3","1"
"0016431","01","1","01","","01","389","0003165",960,"3","1"
"0016432","02","1","01","","01","389","0003165",960,"3","1"
"0016433","03","1","01","","01","389","0003165",960,"3","1"
"0016434","04","1","02","","02","389","0003165",960,"3","1"
"0016435","05","1","01","","01","389","0003165",960,"3","1"
"0016436","02","1","02","","02","387","0003166",1177,"1","1"
"0016437","04","1","01","","01","387","0003166",1177,"1","1"
"0016438","05","1","01","","01","387","0003166",1177,"1","1"
"0016439","02","1","02","","01","389","0003167",896,"3","1"
"0016440","03","1","01","","01","389","0003167",896,"3","1"
"0016441","04","1","02","","02","389","0003167",896,"3","1"
"0016442","02","1","01","","01","390","0003168",581,"4","1"
"0016443","01","1","02","","01","390","0003169",560,"4","1"
"0016444","02","1","01","","01","390","0003169",560,"4","1"
"0016445","04","1","01","","01","390","0003169",560,"4","1"
"0016446","01","1","02","","02","389","0003170",929,"3","1"
"0016447","04","1","01","","01","389","0003170",929,"3","1"
"0016448","02","1","01","","01","389","0003171",1059,"3","1"
"0016449","01","1","02","","01","388","0003172",1552,"2","1"
"0016450","02","1","01","","01","388","0003172",1552,"2","1"
"0016451","03","1","01","","01","388","0003172",1552,"2","1"
"0016452","05","1","01","","01","388","0003172",1552,"2","1"
"0016453","01","1","01","","01","390","0003173",521,"4","1"
"0016454","02","1","02","","01","390","0003173",521,"4","1"
"0016455","03","1","03","","01","390","0003173",521,"4","1"
"0016456","04","1","02","","02","390","0003173",521,"4","1"
"0016457","01","1","02","","01","388","0003174",1453,"2","1"
"0016458","02","1","01","","01","388","0003174",1453,"2","1"
"0016459","03","1","01","","01","388","0003174",1453,"2","1"
"0016460","04","1","02","","02","388","0003174",1453,"2","1"
"0016461","05","1","02","","01","388","0003174",1453,"2","1"
"0016462","01","1","01","","01","388","0003175",1502,"2","1"
"0016463","02","1","01","","01","388","0003175",1502,"2","1"
"0016464","03","1","02","","02","388","0003175",1502,"2","1"
"0016465","04","1","01","","01","388","0003175",1502,"2","1"
"0016466","05","1","02","","01","388","0003175",1502,"2","1"
"0016467","01","1","02","","02","389","0003176",1011,"3","1"
"0016468","03","1","01","","01","389","0003176",1011,"3","1"
"0016469","05","1","01","","01","389","0003176",1011,"3","1"
"0016470","01","1","02","","01","390","0003177",691,"4","1"
"0016471","02","1","03","","02","390","0003177",691,"4","1"
"0016472","03","1","03","","01","390","0003177",691,"4","1"
"0016473","04","1","02","","02","390","0003177",691,"4","1"
"0016474","01","1","01","","01","390","0003178",491,"4","1"
"0016475","02","1","01","","01","390","0003178",491,"4","1"
"0016476","03","1","02","","02","390","0003178",491,"4","1"
"0016477","04","1","02","","01","390","0003178",491,"4","1"
"0016478","02","1","02","","02","390","0003179",536,"4","1"
"0016479","03","1","01","","01","390","0003179",536,"4","1"
"0016480","04","1","01","","01","390","0003179",536,"4","1"
"0016481","05","1","01","","01","390","0003179",536,"4","1"
"0016482","01","1","01","","01","390","0003180",602,"4","1"
"0016483","03","1","02","","01","390","0003180",602,"4","1"
"0016484","04","1","01","","01","390","0003180",602,"4","1"
"0016485","05","1","01","","01","390","0003180",602,"4","1"
"0016486","01","1","01","","01","390","0003181",517,"4","1"
"0016487","03","1","01","","01","390","0003181",517,"4","1"
"0016488","04","1","01","","01","390","0003181",517,"4","1"
"0016489","02","1","01","","01","390","0003182",544,"4","1"
"0016490","03","1","03","","01","390","0003182",544,"4","1"
"0016491","04","1","01","","01","390","0003182",544,"4","1"
"0016492","05","2","01","","01","390","0003182",544,"4","1"
"0016493","01","1","01","","01","390","0003183",506,"4","1"
"0016494","02","1","01","","01","390","0003183",506,"4","1"
"0016495","03","1","01","","01","390","0003183",506,"4","1"
"0016496","05","1","03","1","01","390","0003183",506,"4","1"
"0016496","05","2","02","2","","390","0003183",506,"4","1"
"0016497","03","1","01","","01","390","0003184",581,"4","1"
"0016498","05","1","02","","01","390","0003184",581,"4","1"
"0016499","01","1","02","","02","390","0003185",548,"4","1"
"0016500","02","1","02","","01","390","0003185",548,"4","1"
"0016501","03","1","03","","01","390","0003185",548,"4","1"
"0016502","04","1","01","","01","390","0003185",548,"4","1"
"0016503","05","1","01","","01","390","0003185",548,"4","1"
"0016504","01","1","01","","01","390","0003186",576,"4","1"
"0016505","02","1","01","","01","390","0003186",576,"4","1"
"0016506","03","1","01","","01","390","0003186",576,"4","1"
"0016507","04","1","01","","01","390","0003186",576,"4","1"
"0016508","05","1","02","","01","390","0003186",576,"4","1"
"0016509","02","1","02","","02","390","0003187",610,"4","1"
"0016510","03","1","01","","01","390","0003187",610,"4","1"
"0016511","05","1","01","","01","390","0003187",610,"4","1"
"0016512","01","1","01","","01","390","0003188",531,"4","1"
"0016513","02","1","01","","01","390","0003188",531,"4","1"
"0016514","05","1","01","","01","390","0003188",531,"4","1"
"0016515","01","1","03","","03","390","0003189",499,"4","1"
"0016516","02","1","01","","01","390","0003189",499,"4","1"
"0016517","03","1","01","","01","390","0003189",499,"4","1"
"0016518","04","1","01","","01","390","0003189",499,"4","1"
"0016519","05","1","01","","01","390","0003189",499,"4","1"
"0016520","02","1","01","","01","388","0003190",1407,"2","1"
"0016521","05","1","01","","01","388","0003190",1407,"2","1"
"0016522","01","1","01","","01","390","0003191",539,"4","1"
"0016523","02","1","01","","01","390","0003191",539,"4","1"
"0016524","03","1","02","","02","390","0003191",539,"4","1"
"0016525","04","1","01","","01","390","0003191",539,"4","1"
"0016526","02","1","02","","01","390","0003192",610,"4","1"
"0016527","04","1","02","","01","390","0003192",610,"4","1"
"0016528","05","1","01","","01","390","0003192",610,"4","1"
"0016529","01","1","01","","01","390","0003193",634,"4","1"
"0016530","02","1","01","","01","390","0003193",634,"4","1"
"0016531","03","1","02","","01","390","0003193",634,"4","1"
"0016532","04","1","02","","02","390","0003193",634,"4","1"
"0016533","05","1","01","1","01","390","0003193",634,"4","1"
"0016533","05","2","01","2","","390","0003193",634,"4","1"
"0016534","01","1","01","","01","387","0003194",1668,"1","1"
"0016535","02","1","02","","01","387","0003194",1668,"1","1"
"0016536","03","1","02","","02","387","0003194",1668,"1","1"
"0016537","04","1","03","","01","387","0003194",1668,"1","1"
"0016538","05","1","02","","01","387","0003194",1668,"1","1"
"0016539","03","1","01","","01","389","0003195",1039,"3","1"
"0016540","04","1","02","","01","389","0003195",1039,"3","1"
"0016541","01","1","01","","01","390","0003196",604,"4","1"
"0016542","02","1","01","","01","390","0003196",604,"4","1"
"0016543","03","1","01","","01","390","0003196",604,"4","1"
"0016544","04","1","01","","01","390","0003196",604,"4","1"
"0016545","05","1","01","","01","390","0003196",604,"4","1"
"0016546","02","1","01","","01","388","0003197",1774,"2","1"
"0016547","03","1","02","","02","388","0003197",1774,"2","1"
"0016548","04","1","01","","01","388","0003197",1774,"2","1"
"0016549","01","1","04","","02","388","0003198",1295,"2","1"
"0016550","02","1","02","","02","388","0003198",1295,"2","1"
"0016551","04","1","02","1","02","388","0003198",1295,"2","1"
"0016551","04","2","01","2","","388","0003198",1295,"2","1"
"0016552","05","1","01","","02","388","0003198",1295,"2","1"
"0016553","01","1","02","","01","390","0003199",590,"4","1"
"0016554","03","1","02","","01","390","0003199",590,"4","1"
"0016555","04","1","03","","01","390","0003199",590,"4","1"
"0016556","05","1","01","","01","390","0003199",590,"4","1"
"0016557","01","1","03","","01","390","0003200",600,"4","1"
"0016558","02","1","01","","01","390","0003200",600,"4","1"
"0016559","03","1","01","","01","390","0003200",600,"4","1"
"0016560","05","1","01","","01","390","0003200",600,"4","1"
"0016561","01","1","01","","02","390","0003201",571,"4","1"
"0016562","02","1","01","","01","390","0003201",571,"4","1"
"0016563","03","1","01","","01","390","0003201",571,"4","1"
"0016564","04","1","01","","01","390","0003201",571,"4","1"
"0016565","05","1","01","","01","390","0003201",571,"4","1"
"0016566","01","1","01","","01","392","0003202",1026,"3","2"
"0016567","02","1","01","","02","392","0003202",1026,"3","2"
"0016568","04","1","02","","02","392","0003202",1026,"3","2"
"0016569","01","1","02","","02","391","0003203",896,"2","2"
"0016570","02","1","01","","01","391","0003203",896,"2","2"
"0016571","03","1","03","","01","391","0003203",896,"2","2"
"0016572","04","1","02","","01","391","0003203",896,"2","2"
"0016573","01","1","04","","02","391","0003204",1437,"2","2"
"0016574","02","1","02","1","02","391","0003204",1437,"2","2"
"0016574","02","2","01","2","","391","0003204",1437,"2","2"
"0016575","03","1","02","","02","391","0003204",1437,"2","2"
"0016576","04","1","04","","01","391","0003204",1437,"2","2"
"0016577","05","1","01","","01","391","0003204",1437,"2","2"
"0016578","01","1","02","","02","391","0003205",1631,"1","2"
"0016579","03","1","01","","01","391","0003205",1631,"1","2"
"0016580","05","1","02","","02","391","0003205",1631,"1","2"
"0016581","01","1","02","","01","393","0003206",1463,"2","2"
"0016582","02","1","02","","01","393","0003206",1463,"2","2"
"0016583","03","1","02","","01","393","0003206",1463,"2","2"
"0016584","04","1","01","","01","393","0003206",1463,"2","2"
"0016585","05","1","03","","03","393","0003206",1463,"2","2"
"0016586","06","1","01","","01","393","0003206",1463,"2","2"
"0016587","07","1","01","","01","393","0003206",1463,"2","2"
"0016588","08","1","02","","02","393","0003206",1463,"2","2"
"0016589","09","1","01","","01","393","0003206",1463,"2","2"
"0016590","10","1","01","","01","393","0003206",1463,"2","2"
"0016591","11","1","02","","01","393","0003206",1463,"2","2"
"0016592","12","1","01","","01","393","0003206",1463,"2","2"
"0016593","14","1","01","","01","393","0003206",1463,"2","2"
"0016594","15","1","01","","01","393","0003206",1463,"2","2"
"0016595","16","1","01","","01","393","0003206",1463,"2","2"
"0016596","17","1","02","","02","393","0003206",1463,"2","2"
"0016597","18","1","01","","01","393","0003206",1463,"2","2"
"0016598","19","1","01","","01","393","0003206",1463,"2","2"
"0016599","20","1","01","","01","393","0003206",1463,"2","2"
"0016600","01","1","01","","01","391","0003207",1497,"2","2"
"0016601","02","1","02","","01","391","0003207",1497,"2","2"
"0016602","03","1","02","","01","391","0003207",1497,"2","2"
"0016603","04","1","01","","01","391","0003207",1497,"2","2"
"0016604","05","1","02","","02","391","0003207",1497,"2","2"
"0016605","01","1","02","","02","391","0003208",1648,"2","2"
"0016606","02","1","03","","01","391","0003208",1648,"2","2"
"0016607","03","1","05","","01","391","0003208",1648,"2","2"
"0016608","04","1","04","","01","391","0003208",1648,"2","2"
"0016609","05","1","01","","01","391","0003208",1648,"2","2"
"0016610","01","1","02","","02","391","0003209",1582,"2","2"
"0016611","02","1","01","","01","391","0003209",1582,"2","2"
"0016612","03","1","01","","01","391","0003209",1582,"2","2"
"0016613","04","1","03","","03","391","0003209",1582,"2","2"
"0016614","05","1","03","1","02","391","0003209",1582,"2","2"
"0016614","05","2","01","2","","391","0003209",1582,"2","2"
"0016615","01","1","01","","01","393","0003210",1645,"2","2"
"0016616","02","1","02","","02","393","0003210",1645,"2","2"
"0016617","03","1","02","","02","393","0003210",1645,"2","2"
"0016618","04","1","02","","02","393","0003210",1645,"2","2"
"0016619","05","1","01","","01","393","0003210",1645,"2","2"
"0016620","06","1","01","","01","393","0003210",1645,"2","2"
"0016621","07","1","02","","01","393","0003210",1645,"2","2"
"0016622","08","1","02","","02","393","0003210",1645,"2","2"
"0016623","09","1","01","","01","393","0003210",1645,"2","2"
"0016624","11","1","01","","01","393","0003210",1645,"2","2"
"0016625","12","1","01","","01","393","0003210",1645,"2","2"
"0016626","13","1","02","","01","393","0003210",1645,"2","2"
"0016627","14","1","01","","01","393","0003210",1645,"2","2"
"0016628","15","1","01","","01","393","0003210",1645,"2","2"
"0016629","16","1","01","","01","393","0003210",1645,"2","2"
"0016630","17","1","01","","02","393","0003210",1645,"2","2"
"0016631","18","1","02","","01","393","0003210",1645,"2","2"
"0016632","20","1","01","","01","393","0003210",1645,"2","2"
"0016633","01","1","02","","01","393","0003211",1660,"1","2"
"0016634","02","1","03","","01","393","0003211",1660,"1","2"
"0016635","04","1","02","","01","393","0003211",1660,"1","2"
"0016636","07","1","02","","02","393","0003211",1660,"1","2"
"0016637","08","1","01","","01","393","0003211",1660,"1","2"
"0016638","10","1","01","","01","393","0003211",1660,"1","2"
"0016639","12","1","02","","02","393","0003211",1660,"1","2"
"0016640","13","1","01","","01","393","0003211",1660,"1","2"
"0016641","14","1","01","","01","393","0003211",1660,"1","2"
"0016642","15","1","03","","01","393","0003211",1660,"1","2"
"0016643","17","1","01","","01","393","0003211",1660,"1","2"
"0016644","18","1","01","","01","393","0003211",1660,"1","2"
"0016645","19","1","01","","01","393","0003211",1660,"1","2"
"0016646","20","1","01","","01","393","0003211",1660,"1","2"
"0016647","01","1","01","","01","391","0003212",1717,"2","2"
"0016648","02","1","02","","02","391","0003212",1717,"2","2"
"0016649","03","1","01","","01","391","0003212",1717,"2","2"
"0016650","04","1","03","","01","391","0003212",1717,"2","2"
"0016651","05","1","02","","02","391","0003212",1717,"2","2"
"0016652","01","1","01","","01","391","0003213",1439,"2","2"
"0016653","02","1","02","","02","391","0003213",1439,"2","2"
"0016654","03","1","01","","01","391","0003213",1439,"2","2"
"0016655","04","1","01","","01","391","0003213",1439,"2","2"
"0016656","05","1","02","","01","391","0003213",1439,"2","2"
"0016657","01","1","02","","01","392","0003214",768,"4","2"
"0016658","03","1","01","","01","392","0003214",768,"4","2"
"0016659","04","1","01","","02","392","0003214",768,"4","2"
"0016660","05","1","02","","02","392","0003214",768,"4","2"
"0016661","01","1","02","","01","394","0003215",1120,"1","3"
"0016662","02","1","01","","01","394","0003215",1120,"1","3"
"0016663","03","1","01","","01","394","0003215",1120,"1","3"
"0016664","04","1","01","","01","394","0003215",1120,"1","3"
"0016665","05","1","02","","02","394","0003215",1120,"1","3"
"0016666","06","1","02","","01","394","0003215",1120,"1","3"
"0016667","07","1","02","","02","394","0003215",1120,"1","3"
"0016668","08","1","02","","01","394","0003215",1120,"1","3"
"0016669","09","1","02","","01","394","0003215",1120,"1","3"
"0016670","10","1","02","","02","394","0003215",1120,"1","3"
"0016671","11","1","02","","01","394","0003215",1120,"1","3"
"0016672","12","1","02","","02","394","0003215",1120,"1","3"
"0016673","13","1","02","","01","394","0003215",1120,"1","3"
"0016674","14","1","01","","01","394","0003215",1120,"1","3"
"0016675","15","1","02","","02","394","0003215",1120,"1","3"
"0016676","16","1","01","","01","394","0003215",1120,"1","3"
"0016677","17","1","01","","01","394","0003215",1120,"1","3"
"0016678","19","1","02","","02","394","0003215",1120,"1","3"
"0016679","20","1","02","","01","394","0003215",1120,"1","3"
"0016680","01","1","02","","01","395","0003216",1602,"1","3"
"0016681","02","1","01","","01","395","0003216",1602,"1","3"
"0016682","03","1","01","","01","395","0003216",1602,"1","3"
"0016683","04","1","01","","01","395","0003216",1602,"1","3"
"0016684","06","1","01","","01","395","0003216",1602,"1","3"
"0016685","07","1","01","","01","395","0003216",1602,"1","3"
"0016686","08","1","02","","02","395","0003216",1602,"1","3"
"0016687","09","1","02","1","01","395","0003216",1602,"1","3"
"0016687","09","2","01","2","","395","0003216",1602,"1","3"
"0016688","10","1","02","","02","395","0003216",1602,"1","3"
"0016689","11","1","04","","01","395","0003216",1602,"1","3"
"0016690","12","1","02","","05","395","0003216",1602,"1","3"
"0016691","13","1","01","","02","395","0003216",1602,"1","3"
"0016692","14","1","01","","01","395","0003216",1602,"1","3"
"0016693","15","1","02","","02","395","0003216",1602,"1","3"
"0016694","16","1","05","","01","395","0003216",1602,"1","3"
"0016695","17","1","02","","02","395","0003216",1602,"1","3"
"0016696","19","1","02","","02","395","0003216",1602,"1","3"
"0016697","20","1","01","","01","395","0003216",1602,"1","3"
"0016698","01","1","01","","01","395","0003217",1752,"2","3"
"0016699","02","1","02","","02","395","0003217",1752,"2","3"
"0016700","04","1","01","","01","395","0003217",1752,"2","3"
"0016701","05","1","04","","01","395","0003217",1752,"2","3"
"0016702","06","1","01","","01","395","0003217",1752,"2","3"
"0016703","07","1","02","","02","395","0003217",1752,"2","3"
"0016704","08","1","02","","01","395","0003217",1752,"2","3"
"0016705","10","1","01","","01","395","0003217",1752,"2","3"
"0016706","12","1","02","","02","395","0003217",1752,"2","3"
"0016707","13","1","02","","02","395","0003217",1752,"2","3"
"0016708","14","1","02","","01","395","0003217",1752,"2","3"
"0016709","15","1","01","","01","395","0003217",1752,"2","3"
"0016710","16","1","02","","01","395","0003217",1752,"2","3"
"0016711","17","1","02","","01","395","0003217",1752,"2","3"
"0016712","18","1","01","","01","395","0003217",1752,"2","3"
"0016713","19","1","01","","02","395","0003217",1752,"2","3"
"0016714","20","1","02","","02","395","0003217",1752,"2","3"
"0016715","02","1","01","","01","391","0003218",1971,"2","3"
"0016716","03","1","01","","01","391","0003218",1971,"2","3"
"0016717","05","1","02","","02","391","0003218",1971,"2","3"
"0016718","01","1","03","","03","394","0003219",1076,"1","3"
"0016719","02","1","02","","01","394","0003219",1076,"1","3"
"0016720","03","1","01","","01","394","0003219",1076,"1","3"
"0016721","04","1","02","","01","394","0003219",1076,"1","3"
"0016722","05","1","03","","02","394","0003219",1076,"1","3"
"0016723","06","1","01","","01","394","0003219",1076,"1","3"
"0016724","07","1","01","","01","394","0003219",1076,"1","3"
"0016725","08","1","02","","02","394","0003219",1076,"1","3"
"0016726","09","1","04","","01","394","0003219",1076,"1","3"
"0016727","10","1","01","","01","394","0003219",1076,"1","3"
"0016728","12","1","02","1","02","394","0003219",1076,"1","3"
"0016728","12","2","01","2","","394","0003219",1076,"1","3"
"0016729","13","1","02","","02","394","0003219",1076,"1","3"
"0016730","14","1","02","","01","394","0003219",1076,"1","3"
"0016731","15","1","03","","01","394","0003219",1076,"1","3"
"0016732","16","1","02","","01","394","0003219",1076,"1","3"
"0016733","19","1","01","","02","394","0003219",1076,"1","3"
"0016734","20","1","02","","02","394","0003219",1076,"1","3"
"0016735","02","1","02","","02","395","0003220",1812,"2","3"
"0016736","03","1","01","","01","395","0003220",1812,"2","3"
"0016737","04","1","01","","01","395","0003220",1812,"2","3"
"0016738","05","1","01","","01","395","0003220",1812,"2","3"
"0016739","06","1","01","","01","395","0003220",1812,"2","3"
"0016740","07","1","01","","01","395","0003220",1812,"2","3"
"0016741","08","1","03","","02","395","0003220",1812,"2","3"
"0016742","09","1","01","","01","395","0003220",1812,"2","3"
"0016743","10","1","01","","01","395","0003220",1812,"2","3"
"0016744","13","1","01","","01","395","0003220",1812,"2","3"
"0016745","14","1","01","","01","395","0003220",1812,"2","3"
"0016746","15","1","01","","01","395","0003220",1812,"2","3"
"0016747","16","1","02","","01","395","0003220",1812,"2","3"
"0016748","17","1","02","","02","395","0003220",1812,"2","3"
"0016749","18","1","01","","01","395","0003220",1812,"2","3"
"0016750","19","1","01","2","","395","0003220",1812,"2","3"
"0016750","19","2","01","1","01","395","0003220",1812,"2","3"
"0016751","20","1","03","","03","395","0003220",1812,"2","3"
"0016752","01","1","01","","01","396","0003221",1458,"2","4"
"0016753","02","1","01","","01","396","0003221",1458,"2","4"
"0016754","03","1","01","","01","396","0003221",1458,"2","4"
"0016755","04","1","02","1","02","396","0003221",1458,"2","4"
"0016755","04","2","01","2","","396","0003221",1458,"2","4"
"0016756","05","1","04","","01","396","0003221",1458,"2","4"
"0016757","07","1","02","","02","396","0003221",1458,"2","4"
"0016758","10","1","02","","02","396","0003221",1458,"2","4"
"0016759","12","1","02","","01","396","0003221",1458,"2","4"
"0016760","13","1","02","","01","396","0003221",1458,"2","4"
"0016761","14","1","03","","03","396","0003221",1458,"2","4"
"0016762","15","1","01","","01","396","0003221",1458,"2","4"
"0016763","16","1","01","","01","396","0003221",1458,"2","4"
"0016764","18","1","01","","01","396","0003221",1458,"2","4"
"0016765","19","1","01","","01","396","0003221",1458,"2","4"
"0016766","20","1","01","","01","396","0003221",1458,"2","4"
"0016767","01","1","02","","02","396","0003222",1494,"1","4"
"0016768","02","1","03","","02","396","0003222",1494,"1","4"
"0016769","03","1","02","","01","396","0003222",1494,"1","4"
"0016770","05","1","02","","01","396","0003222",1494,"1","4"
"0016771","07","1","01","","01","396","0003222",1494,"1","4"
"0016772","08","1","02","","02","396","0003222",1494,"1","4"
"0016773","09","1","01","","01","396","0003222",1494,"1","4"
"0016774","10","1","02","","01","396","0003222",1494,"1","4"
"0016775","11","1","02","","01","396","0003222",1494,"1","4"
"0016776","13","1","02","","01","396","0003222",1494,"1","4"
"0016777","14","1","01","","01","396","0003222",1494,"1","4"
"0016778","15","1","01","","02","396","0003222",1494,"1","4"
"0016779","16","1","01","","02","396","0003222",1494,"1","4"
"0016780","17","1","02","","02","396","0003222",1494,"1","4"
"0016781","18","1","02","","02","396","0003222",1494,"1","4"
"0016782","19","1","02","","02","396","0003222",1494,"1","4"
"0016783","20","1","01","","01","396","0003222",1494,"1","4"
"0016784","01","1","02","","02","396","0003223",1513,"1","4"
"0016785","02","1","02","","02","396","0003223",1513,"1","4"
"0016786","03","1","01","","01","396","0003223",1513,"1","4"
"0016787","04","1","02","","01","396","0003223",1513,"1","4"
"0016788","05","1","01","","01","396","0003223",1513,"1","4"
"0016789","06","1","01","","01","396","0003223",1513,"1","4"
"0016790","07","1","02","","02","396","0003223",1513,"1","4"
"0016791","08","1","01","","01","396","0003223",1513,"1","4"
"0016792","11","1","01","","01","396","0003223",1513,"1","4"
"0016793","12","1","01","","01","396","0003223",1513,"1","4"
"0016794","13","1","01","","01","396","0003223",1513,"1","4"
"0016795","14","1","01","","01","396","0003223",1513,"1","4"
"0016796","15","1","01","","01","396","0003223",1513,"1","4"
"0016797","16","1","02","","01","396","0003223",1513,"1","4"
"0016798","18","1","01","","01","396","0003223",1513,"1","4"
"0016799","19","1","02","","01","396","0003223",1513,"1","4"
"0016800","01","1","01","","01","396","0003224",1553,"1","4"
"0016801","02","1","02","","01","396","0003224",1553,"1","4"
"0016802","03","1","02","","02","396","0003224",1553,"1","4"
"0016803","04","1","02","","01","396","0003224",1553,"1","4"
"0016804","06","1","02","","02","396","0003224",1553,"1","4"
"0016805","07","1","01","","02","396","0003224",1553,"1","4"
"0016806","08","1","01","","02","396","0003224",1553,"1","4"
"0016807","09","1","02","","02","396","0003224",1553,"1","4"
"0016808","10","1","02","","01","396","0003224",1553,"1","4"
"0016809","11","1","02","","02","396","0003224",1553,"1","4"
"0016810","12","1","02","","01","396","0003224",1553,"1","4"
"0016811","13","1","02","","01","396","0003224",1553,"1","4"
"0016812","14","1","02","","02","396","0003224",1553,"1","4"
"0016813","15","1","02","","01","396","0003224",1553,"1","4"
"0016814","17","1","02","","04","396","0003224",1553,"1","4"
"0016815","18","1","02","","01","396","0003224",1553,"1","4"
"0016816","19","1","02","","01","396","0003224",1553,"1","4"
"0016817","20","1","01","","01","396","0003224",1553,"1","4"
"0016818","02","1","01","","01","401","0003225",546,"3","1"
"0016819","03","1","07","","07","401","0003225",546,"3","1"
"0016820","04","1","01","","01","401","0003225",546,"3","1"
"0016821","05","1","01","","01","401","0003225",546,"3","1"
"0016822","01","1","01","","01","401","0003226",630,"3","1"
"0016823","02","1","01","","01","401","0003226",630,"3","1"
"0016824","03","1","07","","07","401","0003226",630,"3","1"
"0016825","04","1","01","","01","401","0003226",630,"3","1"
"0016826","01","1","02","","01","401","0003227",826,"3","1"
"0016827","02","1","03","","01","401","0003227",826,"3","1"
"0016828","03","1","03","","03","401","0003227",826,"3","1"
"0016829","05","1","04","","01","401","0003227",826,"3","1"
"0016830","01","1","02","","02","401","0003228",640,"3","1"
"0016831","02","1","02","","02","401","0003228",640,"3","1"
"0016832","04","1","01","","01","401","0003228",640,"3","1"
"0016833","05","1","02","","01","401","0003228",640,"3","1"
"0016834","02","1","02","","02","401","0003229",782,"3","1"
"0016835","03","1","01","","01","401","0003229",782,"3","1"
"0016836","05","1","02","","01","401","0003229",782,"3","1"
"0016837","01","1","02","","02","400","0003230",1225,"2","1"
"0016838","03","1","02","","02","400","0003230",1225,"2","1"
"0016839","05","1","02","","02","400","0003230",1225,"2","1"
"0016840","01","1","01","","01","400","0003231",1390,"2","1"
"0016841","02","1","01","","01","400","0003231",1390,"2","1"
"0016842","03","1","01","","02","400","0003231",1390,"2","1"
"0016843","04","1","01","","01","400","0003231",1390,"2","1"
"0016844","02","1","01","","01","401","0003232",694,"3","1"
"0016845","04","1","02","","01","401","0003232",694,"3","1"
"0016846","05","1","01","","01","401","0003232",694,"3","1"
"0016847","03","1","01","","01","401","0003233",509,"3","1"
"0016848","04","1","02","","02","401","0003233",509,"3","1"
"0016849","05","1","02","","01","401","0003233",509,"3","1"
"0016850","02","1","01","","01","400","0003234",1438,"2","1"
"0016851","03","1","02","","02","400","0003234",1438,"2","1"
"0016852","04","1","01","1","01","400","0003234",1438,"2","1"
"0016852","04","2","02","2","","400","0003234",1438,"2","1"
"0016853","02","1","02","","01","401","0003235",694,"3","1"
"0016854","03","1","01","","01","401","0003235",694,"3","1"
"0016855","04","1","01","","01","401","0003235",694,"3","1"
"0016856","05","1","01","","01","401","0003235",694,"3","1"
"0016857","01","1","02","","02","400","0003236",1226,"2","1"
"0016858","02","1","03","","03","400","0003236",1226,"2","1"
"0016859","05","1","01","","01","400","0003236",1226,"2","1"
"0016860","01","1","01","","01","399","0003237",235,"4","1"
"0016861","04","1","01","","01","399","0003237",235,"4","1"
"0016862","05","1","01","","01","399","0003237",235,"4","1"
"0016863","01","1","02","2","","398","0003238",692,"3","1"
"0016863","01","2","06","1","01","398","0003238",692,"3","1"
"0016864","02","1","02","","02","398","0003238",692,"3","1"
