"FOLIO","VIV_SEL","HOGAR","N_REN","CONSEC","P7_7","P7_8","P7_9","P7_10","P7_11","P7_12","P7_13_1","P7_13_2","P7_14","EDIS","UPM_DIS","FACTOR","ESTRATO","TLOC"
"0007389","14","1","02","01","1","0110000","03000","36","12","0050000","99","9","00","160","0001470",4938,"2","4"
"0007395","20","1","01","01","2","0130000","04800","36","30","0090000","38","0","00","160","0001470",4938,"2","4"
"0007413","19","1","01","01","3","0030000","00001","12","04","0037000","01","2","00","160","0001471",5454,"2","4"
"0007430","04","1","02","01","4","","","","","","","","","160","0001473",3745,"2","4"
"0007463","04","1","02","01","2","0165000","04800","48","38","0170000","04","5","00","164","0001479",5103,"4","1"
"0007545","05","1","03","01","4","","","","","","","","","162","0001500",10215,"2","1"
"0007567","05","1","01","01","1","0300000","04500","60","36","0108000","99","9","00","163","0001505",5677,"3","1"
"0007571","02","1","03","01","4","","","","","","","","","163","0001507",5168,"3","1"
"0007581","03","1","01","01","4","","","","","","","","","162","0001509",9419,"2","1"
"0007645","05","1","04","01","1","0100000","07300","48","07","0056000","99","9","02","163","0001525",5478,"3","1"
"0007647","02","1","01","01","1","0100000","05000","36","12","0060000","99","9","00","164","0001526",4437,"4","1"
"0007655","03","1","01","01","1","0060000","06000","24","12","0040000","99","9","00","164","0001528",6903,"4","1"
"0007675","01","1","03","01","2","0100000","04500","36","33","0090000","99","9","00","163","0001533",7005,"3","1"
"0007741","03","1","02","01","1","0160000","02500","48","24","0080000","99","9","00","163","0001551",6214,"3","1"
"0007756","02","1","01","01","1","0100000","05000","12","06","0050000","99","9","00","169","0001555",8982,"2","1"
"0007810","02","1","01","01","2","9999999","99999","36","30","9999999","99","9","00","171","0001569",3963,"4","2"
"0007817","01","1","01","01","4","","","","","","","","","171","0001571",3456,"4","2"
"0007838","02","1","01","01","2","0090000","02500","60","52","0082000","12","0","00","171","0001575",2982,"4","2"
"0007861","02","1","04","01","1","0215000","03600","48","15","0054000","99","9","00","166","0001577",4603,"3","2"
"0007861","02","1","05","01","4","","","","","","","","","166","0001577",4603,"3","2"
"0007868","04","1","03","01","4","","","","","","","","","165","0001578",7524,"2","2"
"0007871","03","1","02","01","1","0300000","11500","36","08","0120000","99","9","01","173","0001579",11534,"2","3"
"0007879","13","1","02","01","1","0240000","02500","60","24","0086000","99","9","00","173","0001579",11534,"2","3"
"0007884","19","1","02","01","2","0160000","03600","05","04","0140000","99","9","00","173","0001579",11534,"2","3"
"0007907","16","1","01","01","2","0175000","05000","36","24","0120000","99","9","00","173","0001582",13744,"2","3"
"0007926","02","1","01","01","4","","","","","","","","","163","0001586",5572,"3","1"
"0007952","03","1","03","01","4","","","","","","","","","175","0001593",7022,"2","4"
"0007955","06","1","03","01","4","","","","","","","","","175","0001593",7022,"2","4"
"0007983","20","1","05","01","1","0130000","04800","60","42","0100000","09","9","00","174","0001594",10154,"1","4"
"0007985","02","1","01","01","4","","","","","","","","","175","0001595",7263,"2","4"
"0008000","19","1","01","01","4","","","","","","","","","175","0001595",7263,"2","4"
"0008012","15","1","02","01","2","0100000","04000","48","24","0082000","16","0","00","174","0001596",9740,"1","4"
"0008028","03","1","02","01","4","","","","","","","","","178","0001599",1489,"3","1"
"0008042","04","1","01","01","3","0139000","02800","84","24","9999999","99","9","00","179","0001603",620,"4","1"
"0008061","04","1","03","01","1","9999999","05000","24","08","9999999","99","9","00","179","0001609",466,"4","1"
"0008084","02","1","01","01","2","0270000","15000","60","03","0100000","14","0","00","177","0001616",2037,"2","1"
"0008084","02","1","01","02","1","0120000","04200","36","36","0120000","16","0","00","177","0001616",2037,"2","1"
"0008118","02","1","02","01","2","0900000","16000","60","42","0500000","99","9","00","179","0001624",450,"4","1"
"0008120","04","1","02","01","2","0250000","05000","60","48","0180000","99","9","00","179","0001624",450,"4","1"
"0008128","02","1","02","01","1","9999999","99999","99","99","9999999","12","0","99","179","0001626",507,"4","1"
"0008134","02","1","01","01","1","9999999","03500","48","18","9999999","99","9","00","179","0001628",446,"4","1"
"0008176","02","1","01","01","2","0250000","99888","48","06","9999999","99","9","02","179","0001641",548,"4","1"
"0008178","04","1","01","01","1","0220000","01100","48","31","0030000","99","9","00","179","0001641",548,"4","1"
"0008188","04","1","02","01","1","0260000","04000","48","12","9999999","99","9","01","179","0001644",516,"4","1"
"0008189","05","1","01","01","1","9999999","99999","36","34","9999999","99","9","00","179","0001644",516,"4","1"
"0008189","05","1","02","01","1","9999999","04700","60","36","9999999","99","9","00","179","0001644",516,"4","1"
"0008202","03","1","01","01","4","","","","","","","","","180","0001648",2616,"2","1"
"0008208","02","1","03","01","4","","","","","","","","","180","0001650",3018,"2","1"
"0008221","01","1","01","01","2","0100000","05000","24","18","0070000","99","9","00","181","0001653",2349,"3","1"
"0008235","02","1","01","01","4","","","","","","","","","182","0001657",3556,"2","1"
"0008249","11","2","01","01","4","","","","","","","","","185","0001659",3588,"2","2"
"0008261","04","1","02","01","1","0250000","05600","24","21","0250000","99","9","00","184","0001660",1683,"3","2"
"0008268","01","3","01","01","4","","","","","","","","","187","0001662",3115,"2","2"
"0008270","03","1","02","01","4","","","","","","","","","187","0001662",3115,"2","2"
"0008280","17","1","01","01","3","0150000","04000","48","03","0012000","13","0","00","187","0001662",3115,"2","2"
"0008281","18","1","02","01","4","","","","","","","","","187","0001662",3115,"2","2"
"0008284","03","1","02","01","1","2500000","02600","36","12","0100000","06","0","00","186","0001663",1493,"3","2"
"0008293","14","1","01","01","2","0160000","05000","24","12","0080000","07","0","00","186","0001663",1493,"3","2"
"0008303","09","1","01","01","2","0180000","03500","60","40","0120000","13","0","00","186","0001664",1757,"3","2"
"0008361","18","1","01","01","4","","","","","","","","","189","0001667",4132,"1","3"
"0008397","13","1","01","01","2","0140000","05400","36","28","0130000","07","0","00","188","0001670",3031,"2","3"
"0008465","15","1","03","01","4","","","","","","","","","191","0001674",2445,"2","4"
"0008493","09","1","01","01","4","","","","","","","","","190","0001676",2409,"1","4"
"0008493","09","1","01","02","4","","","","","","","","","190","0001676",2409,"1","4"
"0008600","04","1","01","01","4","","","","","","","","","202","0001684",788,"3","1"
"0008615","05","1","01","01","1","0180000","03700","72","36","0090000","99","9","05","201","0001687",1345,"2","1"
"0008617","02","1","01","01","3","0385000","05282","60","50","0285000","12","0","00","202","0001688",638,"3","1"
"0008633","01","1","02","01","4","","","","","","","","","194","0001692",223,"4","1"
"0008666","04","1","01","01","4","","","","","","","","","192","0001702",1339,"2","1"
"0008670","04","1","01","01","4","","","","","","","","","192","0001703",1264,"2","1"
"0008672","01","1","01","01","1","0290000","06000","36","12","0090000","99","9","00","194","0001704",214,"4","1"
"0008675","05","1","02","01","1","0180000","04000","48","06","0024000","99","9","00","194","0001704",214,"4","1"
"0008678","03","1","04","01","3","0123000","02600","60","05","0021000","99","9","00","194","0001705",243,"4","1"
"0008696","01","1","01","01","1","0150000","06500","30","08","9999999","09","0","00","194","0001710",198,"4","1"
"0008717","02","1","01","01","4","","","","","","","","","194","0001715",319,"4","1"
"0008725","05","1","02","01","1","0250000","05000","72","48","0350000","12","0","00","193","0001717",720,"3","1"
"0008726","01","1","02","01","1","0100000","04000","36","24","9999999","14","0","00","193","0001718",697,"3","1"
"0008739","03","1","01","01","1","0410000","06800","60","30","0170000","22","6","00","192","0001721",1584,"2","1"
"0008742","02","1","01","01","2","0250000","06000","24","08","0115000","11","0","00","193","0001722",639,"3","1"
"0008747","04","1","01","01","1","9999999","99888","36","12","9999888","99","9","00","194","0001723",268,"4","1"
"0008779","03","1","01","01","2","0250000","06000","60","58","0238000","12","0","00","194","0001732",250,"4","1"
"0008829","03","1","01","01","1","0220000","04000","48","24","9999999","99","9","00","204","0001745",995,"2","2"
"0008851","03","1","01","01","1","0180000","05600","48","24","0090000","99","9","00","197","0001747",439,"4","2"
"0008852","04","1","01","01","3","0171000","02000","72","36","0072000","10","0","00","197","0001747",439,"4","2"
"0008865","03","1","02","01","1","9999999","99999","24","12","9999999","99","9","00","197","0001753",548,"4","2"
"0008868","01","1","01","01","2","0300000","05000","48","07","0060000","09","0","00","196","0001754",465,"3","2"
"0008890","05","1","01","01","4","","","","","","","","","195","0001759",1634,"2","2"
"0008908","17","1","04","01","1","0360000","07000","54","24","0160000","24","7","00","204","0001761",1224,"2","2"
"0008914","03","1","01","01","4","","","","","","","","","204","0001762",779,"2","2"
"0008914","03","1","01","02","4","","","","","","","","","204","0001762",779,"2","2"
"0008943","01","1","01","01","1","0130000","05000","24","18","0100000","99","9","00","200","0001766",277,"4","3"
"0008948","01","1","01","01","3","0230000","03500","60","30","0175000","14","0","00","200","0001767",394,"4","3"
"0008957","09","1","01","01","1","0280000","06500","60","12","0100000","99","9","00","206","0001768",757,"2","3"
"0008994","18","1","01","01","4","","","","","","","","","205","0001772",1327,"2","3"
"0009008","14","1","01","01","1","0360000","06230","60","36","0200000","17","0","00","205","0001773",1269,"2","3"
"0009062","01","1","02","01","1","0300000","11300","48","18","0200000","99","9","00","194","0001778",226,"4","1"
"0009075","02","1","02","01","4","","","","","","","","","208","0001782",991,"2","4"
"0009100","11","1","02","01","3","0110000","01550","48","24","0080000","14","0","00","208","0001783",1334,"2","4"
"0009164","05","1","01","01","2","0170000","01500","72","56","0100000","10","0","00","210","0001787",416,"3","1"
"0009169","05","1","01","01","1","0200000","02800","72","60","0160000","14","0","00","210","0001788",403,"3","1"
"0009171","02","1","01","01","1","0280000","08000","36","08","0080000","99","9","00","210","0001789",394,"3","1"
"0009184","04","1","01","01","4","","","","","","","","","209","0001792",1119,"2","1"
"0009193","04","1","01","01","3","0160000","05000","60","60","0160000","99","9","00","210","0001794",506,"3","1"
"0009195","01","1","01","01","2","0300000","08000","48","36","0200000","12","0","00","211","0001795",150,"4","1"
"0009207","05","1","01","01","1","0160000","07000","36","24","0120000","11","0","00","211","0001797",149,"4","1"
"0009209","02","1","01","01","1","0160000","04800","36","28","9999999","99","9","01","210","0001798",402,"3","1"
"0009234","04","1","02","01","2","0180000","04000","48","15","0080000","11","0","00","210","0001803",414,"3","1"
"0009235","05","1","02","01","1","0090000","04000","36","24","0050000","99","9","01","210","0001803",414,"3","1"
"0009239","04","1","01","01","1","0260000","06000","60","28","0140000","11","0","00","210","0001804",457,"3","1"
"0009245","05","1","01","01","2","0200000","06500","60","36","0149000","99","9","00","210","0001805",473,"3","1"
"0009291","03","1","01","01","4","","","","","","","","","211","0001816",181,"4","1"
"0009311","03","1","01","01","1","0270000","07000","48","46","0270000","10","6","00","211","0001820",125,"4","1"
"0009325","03","1","01","01","2","0100000","01800","60","55","9999999","99","9","99","211","0001825",113,"4","1"
"0009325","03","1","02","01","1","0214000","01380","48","09","0035500","99","9","00","211","0001825",113,"4","1"
"0009337","01","1","02","01","1","0150000","05000","48","40","0110000","99","9","00","211","0001828",150,"4","1"
"0009344","02","1","03","01","3","0035000","01600","99","12","0020000","99","9","00","210","0001830",363,"3","1"
"0009347","05","1","03","01","1","0200000","04300","48","33","0131000","06","0","02","210","0001830",363,"3","1"
"0009356","01","1","01","01","4","","","","","","","","","209","0001833",1104,"2","1"
"0009370","04","1","02","01","2","0100000","04100","48","15","0065000","99","9","00","211","0001836",167,"4","1"
"0009380","05","1","01","01","1","0230000","04500","64","03","9999999","12","0","00","211","0001838",141,"4","1"
"0009409","03","1","02","01","1","0220000","04500","60","02","0009000","99","9","00","211","0001845",143,"4","1"
"0009409","03","1","02","02","1","0220000","05200","48","38","0150000","99","9","00","211","0001845",143,"4","1"
"0009409","03","1","02","03","1","0220000","04500","48","36","0120000","99","9","00","211","0001845",143,"4","1"
"0009409","03","1","02","04","2","0220000","05200","36","24","0140000","99","9","00","211","0001845",143,"4","1"
"0009409","03","1","02","05","2","0220000","05200","36","24","0120000","99","9","00","211","0001845",143,"4","1"
"0009415","05","1","01","01","2","0090000","05000","48","36","0080000","99","9","00","211","0001846",167,"4","1"
"0009416","01","1","01","01","1","0150000","05000","60","12","9999999","99","9","00","211","0001847",196,"4","1"
"0009432","03","1","01","01","1","0240000","03100","48","36","0180000","09","0","00","211","0001850",142,"4","1"
"0009433","04","1","01","01","1","0200000","03000","60","48","0150000","99","9","00","211","0001850",142,"4","1"
"0009447","01","1","02","01","2","0200000","05100","42","36","0130000","13","5","00","210","0001854",406,"3","1"
"0009451","05","1","01","01","4","","","","","","","","","210","0001854",406,"3","1"
"0009468","04","1","01","01","3","0176000","04000","60","53","9999999","99","9","00","213","0001858",459,"3","2"
"0009483","07","1","01","01","1","0250000","07000","32","24","9999999","99","9","00","214","0001861",751,"3","2"
"0009528","15","1","01","01","1","0247000","05800","72","71","0239000","99","9","00","214","0001863",851,"2","2"
"0009548","16","1","01","01","1","0100000","02500","60","58","0090000","12","0","00","215","0001864",886,"2","3"
"0009575","03","1","01","01","1","0300000","05000","60","25","9999999","02","5","01","215","0001866",650,"2","3"
"0009582","11","1","04","01","2","0160000","04000","36","30","0120000","99","9","00","215","0001866",650,"2","3"
"0009599","13","1","01","01","4","","","","","","","","","215","0001867",806,"2","3"
"0009662","07","1","02","01","4","","","","","","","","","218","0001871",813,"2","4"
"0009797","04","1","02","01","1","0370000","10000","60","24","0180000","99","9","00","221","0001879",2436,"4","1"
"0009804","01","1","01","01","1","0288000","04200","60","24","0115200","99","9","00","220","0001881",2732,"3","1"
"0009806","03","1","03","01","4","","","","","","","","","220","0001881",2732,"3","1"
"0009828","01","1","01","01","4","","","","","","","","","220","0001887",3087,"3","1"
"0009830","04","1","01","01","4","","","","","","","","","220","0001887",3087,"3","1"
"0009830","04","1","02","01","1","0200000","03500","48","24","0100000","09","9","00","220","0001887",3087,"3","1"
"0009832","01","1","01","01","1","0200000","04000","48","36","0150000","99","9","00","221","0001888",2662,"4","1"
"0009835","01","1","04","01","2","0090000","05200","24","12","0070000","99","9","00","219","0001889",3912,"2","1"
"0009852","01","1","02","01","1","0160000","05400","48","07","0050000","99","9","01","221","0001896",2924,"4","1"
"0009888","03","1","01","01","2","0170000","04000","60","30","0085000","12","0","00","220","0001905",3066,"3","1"
"0009889","04","1","01","01","1","0220000","03000","60","05","0037000","99","9","00","220","0001905",3066,"3","1"
"0009896","02","1","01","01","3","0078000","05100","36","30","9999999","99","9","01","220","0001907",3258,"3","1"
"0009912","01","1","01","01","1","0100000","04800","24","12","0100000","99","9","00","221","0001911",2543,"4","1"
"0009915","02","1","02","01","2","0100000","03000","48","12","0050000","12","0","00","221","0001912",2517,"4","1"
"0009924","05","2","01","01","3","0320000","05400","60","36","9999999","99","9","00","220","0001914",3113,"3","1"
"0009936","04","1","01","01","1","0100000","03200","60","12","0038000","24","0","00","220","0001917",2954,"3","1"
"0009948","02","1","03","01","2","0200000","05000","48","39","0150000","13","0","00","220","0001921",3295,"3","1"
"0009953","03","1","01","01","3","9999999","00700","12","10","9999999","99","9","00","220","0001922",2899,"3","1"
"0009954","05","1","01","01","1","0178000","04300","60","07","0030400","99","9","00","220","0001922",2899,"3","1"
"0009955","02","1","04","01","1","0190000","05000","60","40","0130000","21","0","00","220","0001923",3185,"3","1"
"0009957","05","1","01","01","1","0200000","04000","60","06","0030000","99","9","05","220","0001923",3185,"3","1"
"0009968","04","1","01","01","1","0400000","03400","36","24","0072000","99","9","00","220","0001927",2858,"3","1"
"0009977","01","1","01","01","1","0120000","03500","60","36","0100000","48","0","00","221","0001931",2451,"4","1"
"0010011","05","1","01","01","4","","","","","","","","","220","0001939",2954,"3","1"
"0010013","02","1","04","01","1","0190000","03000","60","24","0080000","99","9","00","221","0001940",2919,"4","1"
"0010025","01","1","02","01","1","0260000","05000","60","40","0200000","13","0","00","220","0001944",2381,"3","1"
"0010028","04","1","04","01","1","0260000","05000","36","35","0200000","99","9","00","220","0001944",2381,"3","1"
"0010032","05","1","01","01","2","0350000","06500","60","44","0280000","13","0","00","221","0001945",2633,"4","1"
"0010032","05","1","02","01","2","0150000","05000","60","12","0050000","10","0","00","221","0001945",2633,"4","1"
"0010048","05","1","04","01","1","0100000","05000","60","30","0060000","99","9","00","220","0001950",3501,"3","1"
"0010053","03","1","01","01","1","0280000","05000","60","03","9999999","99","9","00","221","0001952",2462,"4","1"
"0010055","05","1","01","01","2","0140000","05000","60","24","0060000","09","0","00","221","0001952",2462,"4","1"
"0010057","05","1","03","01","2","0200000","03445","60","48","0187000","60","0","00","221","0001953",3065,"4","1"
"0010076","03","1","01","01","2","0100000","05000","48","12","0000030","10","0","00","221","0001959",2373,"4","1"
"0010078","05","1","03","01","1","9999999","05100","60","30","0100000","99","9","00","221","0001959",2373,"4","1"
"0010078","05","1","04","01","2","0400000","06700","60","24","0118000","99","9","00","221","0001959",2373,"4","1"
"0010084","04","1","01","01","1","0080000","02700","36","03","0008100","99","9","00","221","0001961",2626,"4","1"
"0010088","03","1","03","01","4","","","","","","","","","219","0001962",3836,"2","1"
"0010100","01","1","01","01","4","","","","","","","","","221","0001966",2637,"4","1"
"0010100","01","1","01","02","4","","","","","","","","","221","0001966",2637,"4","1"
"0010102","04","1","01","01","2","0300000","06000","60","54","0170000","09","9","00","221","0001966",2637,"4","1"
"0010110","01","1","02","01","2","0100000","04500","24","12","0060000","11","0","00","221","0001970",2386,"4","1"
"0010111","03","1","03","01","4","","","","","","","","","221","0001970",2386,"4","1"
"0010120","01","1","01","01","1","0350000","05500","60","42","0280000","99","9","00","220","0001973",3000,"3","1"
"0010123","04","1","01","01","1","0280000","07000","48","36","0200000","15","0","00","220","0001973",3000,"3","1"
"0010125","01","1","01","01","1","0185000","04060","60","13","0052780","99","9","00","220","0001974",3098,"3","1"
"0010125","01","1","03","01","1","0200000","05200","60","12","0050000","99","9","00","220","0001974",3098,"3","1"
"0010156","01","1","01","01","1","0200000","05000","48","24","0100000","08","5","00","221","0001982",2482,"4","1"
"0010157","02","1","01","01","3","0100000","03000","24","12","0050000","99","9","00","221","0001982",2482,"4","1"
"0010162","02","1","01","01","2","0200000","10000","36","04","0040000","99","9","00","221","0001983",2442,"4","1"
"0010169","04","1","01","01","1","0160000","03600","48","36","0130000","09","9","00","220","0001984",2962,"3","1"
"0010172","04","1","01","01","2","0085000","02000","48","30","0060000","08","0","00","220","0001985",3021,"3","1"
"0010175","04","1","01","01","1","0300000","06000","60","36","0150000","14","0","00","221","0001986",2374,"4","1"
"0010190","05","1","04","01","1","0300000","07000","36","25","9999999","99","9","00","221","0001989",3016,"4","1"
"0010200","02","1","01","01","1","0250000","05500","72","12","0066000","14","7","00","221","0001992",2666,"4","1"
"0010202","01","1","01","01","3","0045000","06000","24","14","0060000","03","4","00","221","0001993",2471,"4","1"
"0010206","05","1","02","01","2","0100000","04800","36","07","0030000","99","9","03","221","0001993",2471,"4","1"
"0010247","03","1","01","01","4","","","","","","","","","224","0001999",4336,"2","2"
"0010248","04","1","01","01","1","0330000","06000","60","36","0216000","99","9","05","224","0001999",4336,"2","2"
"0010251","07","1","02","01","1","0170000","04950","04","01","0010000","09","9","00","224","0001999",4336,"2","2"
"0010254","10","1","01","01","1","0180000","04000","60","18","0070000","08","0","00","224","0001999",4336,"2","2"
"0010265","02","1","01","01","4","","","","","","","","","224","0002000",3969,"3","2"
"0010268","05","1","01","01","4","","","","","","","","","224","0002000",3969,"3","2"
"0010314","17","1","01","01","1","0160000","06000","60","42","0120000","99","9","00","225","0002004",4969,"2","4"
"0010316","20","1","02","01","4","","","","","","","","","225","0002004",4969,"2","4"
"0010329","05","1","01","01","2","0200000","05500","36","29","0150000","11","0","00","227","0002008",940,"3","1"
"0010337","05","1","01","01","1","0150000","05000","24","06","0030000","04","2","00","228","0002011",60,"4","1"
"0010342","05","1","01","01","1","0250000","06000","60","04","0050000","09","0","01","227","0002012",884,"3","1"
"0010358","02","1","01","01","2","0150000","03500","72","50","0075000","04","0","00","227","0002018",816,"3","1"
"0010376","05","1","01","01","3","0180000","05000","60","52","0160000","12","5","00","227","0002023",774,"3","1"
"0010391","01","1","02","01","1","0210000","05000","60","20","0100000","13","0","00","228","0002028",77,"4","1"
"0010393","03","1","05","01","4","","","","","","","","","228","0002028",77,"4","1"
"0010406","05","1","01","01","2","0224000","04700","72","48","9999999","16","5","04","234","0002031",2352,"2","1"
"0010441","04","1","02","01","1","0209000","03400","60","36","0105000","13","0","00","230","0002037",594,"3","2"
"0010443","01","1","02","01","1","0289000","06000","36","12","9999888","99","9","00","230","0002038",774,"3","2"
"0010443","01","1","02","02","1","0398000","08000","48","36","9999888","99","9","00","230","0002038",774,"3","2"
"0010478","01","1","01","01","1","0380000","09000","36","24","0200000","11","5","00","233","0002043",71,"4","3"
"0010478","01","1","01","02","1","0250000","06000","48","24","0150000","13","4","00","233","0002043",71,"4","3"
"0010482","02","1","01","01","2","0250000","05000","48","36","0190000","99","9","03","233","0002044",69,"4","3"
"0010484","05","1","02","01","1","9999999","08000","24","14","9999999","99","9","00","233","0002044",69,"4","3"
"0010485","01","1","02","01","1","0220000","05500","48","24","9999999","99","9","00","233","0002045",62,"4","3"
"0010485","01","1","03","01","1","0280000","07000","60","48","0270000","99","9","00","233","0002045",62,"4","3"
"0010540","03","1","01","01","1","0200000","04500","24","22","0150000","99","9","00","233","0002055",56,"4","3"
"0010583","04","1","01","01","2","0300000","09100","48","24","0180000","15","0","00","232","0002062",510,"3","3"
"0010583","04","1","02","01","2","0300000","09800","24","01","0004500","99","9","00","232","0002062",510,"3","3"
"0010620","09","1","01","01","1","0060000","02000","12","04","0012000","09","0","01","237","0002066",2425,"2","3"
"0010628","17","1","01","01","3","0225000","06000","48","18","0110000","99","9","00","237","0002066",2425,"2","3"
"0010895","12","1","01","01","1","0300000","05400","60","48","0240000","39","0","00","239","0002086",1433,"2","4"
"0010920","02","1","01","01","3","0050000","03200","18","04","0012000","99","9","00","242","0002092",857,"4","1"
"0010922","04","1","01","01","2","0150000","99888","24","18","9999888","99","9","00","242","0002092",857,"4","1"
"0010929","03","1","03","01","2","0200000","06500","48","26","0100000","09","0","00","242","0002095",905,"4","1"
"0010930","05","1","02","01","1","9999999","99999","50","36","9999999","99","9","00","242","0002095",905,"4","1"
"0010945","05","1","01","01","2","0268000","06000","48","37","0210000","99","9","00","241","0002099",1588,"3","1"
"0010949","04","1","05","01","1","0140000","04000","48","42","0110000","16","0","00","241","0002100",1672,"3","1"
"0010973","02","1","01","01","1","0100000","02000","60","47","0080000","12","7","00","242","0002106",925,"4","1"
"0010973","02","1","02","01","1","0070000","02000","48","12","0024000","99","9","00","242","0002106",925,"4","1"
"0011008","02","1","01","01","1","0200000","07300","30","10","0040000","99","9","00","241","0002116",1902,"3","1"
"0011013","04","1","01","01","2","0180000","04000","60","48","0150000","40","0","00","241","0002117",1550,"3","1"
"0011013","04","1","02","01","1","0200000","06500","48","12","0080000","14","9","05","241","0002117",1550,"3","1"
"0011021","05","1","01","01","1","0200000","65009","36","30","0180000","14","0","00","242","0002119",859,"4","1"
"0011065","02","1","02","01","2","0330000","08500","60","48","0290000","50","0","00","241","0002130",1891,"3","1"
"0011069","01","1","02","01","1","0150000","04500","60","45","0120000","99","9","00","241","0002131",1660,"3","1"
"0011088","01","1","01","01","2","0220000","07500","24","16","0148000","10","5","00","242","0002135",834,"4","1"
"0011088","01","1","02","01","1","0150000","04620","48","36","0100000","12","9","00","242","0002135",834,"4","1"
"0011093","01","1","01","01","3","0120000","03000","36","26","0095000","11","5","00","242","0002136",961,"4","1"
"0011093","01","1","02","01","2","0300000","05000","60","48","0220000","09","9","00","242","0002136",961,"4","1"
"0011100","03","1","03","01","1","0160000","05000","18","08","0040000","99","9","00","242","0002137",1285,"4","1"
"0011109","02","1","01","01","1","0130000","03500","72","18","0045000","12","0","00","242","0002139",1309,"4","1"
"0011112","01","1","01","01","1","0132000","03000","36","11","0033000","25","0","00","242","0002140",700,"4","1"
"0011113","02","1","01","01","1","0230000","04000","48","06","0030000","10","0","00","242","0002140",700,"4","1"
"0011131","04","1","01","01","1","0119000","03500","48","43","0090000","99","9","00","248","0002144",2261,"3","1"
"0011169","19","1","01","01","4","","","","","","","","","249","0002150",3246,"2","2"
"0011199","02","1","01","01","1","0500000","05000","48","04","0025000","99","9","00","243","0002156",3244,"1","2"
"0011256","15","1","01","01","1","0300000","05000","12","02","0010000","99","0","00","251","0002164",6249,"2","3"
"0011304","04","1","01","01","1","0190800","06000","36","18","0108000","99","9","00","246","0002168",3750,"2","3"
"0011307","02","1","03","01","1","0220000","03500","60","27","0105000","10","7","00","250","0002169",2698,"2","3"
"0011308","03","1","04","01","4","","","","","","","","","250","0002169",2698,"2","3"
"0011353","02","1","01","01","2","0036000","01600","36","03","0005400","99","9","00","242","0002173",888,"4","1"
"0011361","02","1","01","01","4","","","","","","","","","245","0002175",2012,"4","2"
"0011498","15","1","01","01","4","","","","","","","","","252","0002183",5095,"1","4"
"0011505","02","1","03","01","4","","","","","","","","","254","0002184",1360,"2","1"
"0011534","03","1","02","01","1","9999888","99888","99","99","9999888","99","9","00","255","0002192",768,"3","1"
"0011540","02","1","02","01","4","","","","","","","","","255","0002194",776,"3","1"
"0011542","05","1","01","01","4","","","","","","","","","255","0002194",776,"3","1"
"0011550","04","1","02","01","1","0100000","05000","48","12","9999888","99","9","00","255","0002196",808,"3","1"
"0011558","04","1","03","01","1","0123000","02800","48","36","0110000","99","9","00","254","0002198",2084,"2","1"
"0011563","03","1","01","01","2","0050000","03000","48","24","0050000","99","9","00","254","0002200",1797,"2","1"
"0011568","01","1","05","01","2","0035000","02800","18","99","9999999","99","9","00","255","0002202",926,"3","1"
"0011568","01","1","06","01","9","","","","","","","","","255","0002202",926,"3","1"
"0011576","05","1","01","01","2","0250000","07500","60","48","0200000","22","0","00","254","0002203",1275,"2","1"
"0011585","03","1","02","01","1","0187000","04600","60","24","9999999","03","0","03","255","0002206",901,"3","1"
"0011591","02","1","03","01","1","0300000","07500","48","11","0080000","11","0","00","255","0002208",908,"3","1"
"0011598","04","1","02","01","1","0145000","05000","24","12","9999999","99","9","00","255","0002209",794,"3","1"
"0011601","03","1","01","01","1","0245000","04000","60","09","0040000","99","9","00","256","0002210",681,"4","1"
"0011609","02","1","01","01","1","0248000","05000","60","38","0190000","11","0","00","256","0002212",673,"4","1"
"0011615","01","1","02","01","1","9999999","03000","36","24","9999999","50","0","00","256","0002214",647,"4","1"
"0011619","02","1","01","01","1","0180000","04000","48","18","0070000","09","5","03","256","0002215",733,"4","1"
"0011619","02","1","03","01","3","0150000","03500","48","05","0017500","99","9","00","256","0002215",733,"4","1"
"0011620","03","1","01","01","3","9999888","99888","48","36","9999888","23","0","00","256","0002215",733,"4","1"
"0011632","05","1","04","01","1","0180000","04800","72","66","0170000","04","6","00","255","0002217",996,"3","1"
"0011659","02","1","01","01","2","0400000","04500","24","20","0100000","99","9","00","256","0002224",1103,"4","1"
"0011660","03","1","01","01","4","","","","","","","","","256","0002224",1103,"4","1"
"0011662","05","1","01","01","1","0100000","04000","48","12","9999999","99","9","00","256","0002224",1103,"4","1"
"0011666","04","1","03","01","2","0200000","04000","60","18","0050000","99","9","00","255","0002225",1037,"3","1"
"0011674","02","1","01","01","2","0150000","04500","72","48","0120000","11","0","00","256","0002227",812,"4","1"
"0011684","04","1","02","01","1","0250000","06000","48","36","0200000","99","9","00","256","0002229",788,"4","1"
"0011730","03","1","01","01","1","9999999","99999","48","99","9999999","99","9","99","256","0002241",1265,"4","1"
"0011731","04","1","02","01","2","0250000","09000","36","35","0250000","21","0","00","256","0002241",1265,"4","1"
"0011732","05","1","01","01","1","0100000","05500","24","06","0033000","12","9","00","256","0002241",1265,"4","1"
"0011741","01","1","01","01","2","0100000","03000","48","12","0030000","99","9","00","256","0002245",1584,"4","1"
"0011744","05","1","02","01","1","0213000","03500","48","18","9999999","99","9","36","256","0002245",1584,"4","1"
